"Código","Unidade Territorial","UF","Referência","Valor repassado às pessoas com deficiência (PCD) via Benefício de Prestação Continuada (BPC) por município pagador"
"310110","AIMORÉS","MG","05/2018","370738.9"
"310110","AIMORÉS","MG","06/2018","371692.90"
"310110","AIMORÉS","MG","07/2018","374554.9"
"310110","AIMORÉS","MG","09/2018","375795.1"
"310110","AIMORÉS","MG","10/2018","375508.9"
"310110","AIMORÉS","MG","11/2018","375495.43"
"310110","AIMORÉS","MG","12/2018","376462.9"
"310110","AIMORÉS","MG","01/2019","392214"
"310110","AIMORÉS","MG","02/2019","394210"
"310110","AIMORÉS","MG","03/2019","396206"
"310110","AIMORÉS","MG","04/2019","397204"
"310110","AIMORÉS","MG","05/2019","395208"
"310110","AIMORÉS","MG","06/2019","397204"
"310110","AIMORÉS","MG","07/2019","398202"
"310110","AIMORÉS","MG","08/2019","394210"
"310110","AIMORÉS","MG","09/2019","394210"
"310110","AIMORÉS","MG","10/2019","394210"
"310110","AIMORÉS","MG","11/2019","395278.87"
"310110","AIMORÉS","MG","02/2020","408595"
"310110","AIMORÉS","MG","04/2020","405460"
"310110","AIMORÉS","MG","05/2020","405460"
"310110","AIMORÉS","MG","06/2020","404415.00"
"310110","AIMORÉS","MG","07/2020","406505"
"310110","AIMORÉS","MG","08/2020","406505"
"310110","AIMORÉS","MG","09/2020","406505"
"310110","AIMORÉS","MG","10/2020","405460"
"310110","AIMORÉS","MG","11/2020","407618.28"
"310110","AIMORÉS","MG","12/2020","406505"
"310110","AIMORÉS","MG","01/2021","424600"
"310110","AIMORÉS","MG","02/2021","423500"
"310110","AIMORÉS","MG","03/2021","421300"
"310110","AIMORÉS","MG","04/2021","423500"
"310110","AIMORÉS","MG","05/2021","424600"
"310110","AIMORÉS","MG","06/2021","422400"
"310110","AIMORÉS","MG","07/2021","421300"
"310110","AIMORÉS","MG","08/2021","421300"
"310110","AIMORÉS","MG","09/2021","422400"
"310110","AIMORÉS","MG","10/2021","407000"
"310110","AIMORÉS","MG","11/2021","404860.28"
"310110","AIMORÉS","MG","12/2021","403700"
"310110","AIMORÉS","MG","08/2018","375508.9"
"310110","AIMORÉS","MG","01/2020","407288"
"310120","AIURUOCA","MG","04/2021","242000"
"310120","AIURUOCA","MG","04/2018","205396.2"
"310120","AIURUOCA","MG","05/2018","201580.2"
"310120","AIURUOCA","MG","06/2018","204442.20"
"310120","AIURUOCA","MG","07/2018","202916.2"
"310120","AIURUOCA","MG","08/2018","200191.2"
"310120","AIURUOCA","MG","09/2018","200340.2"
"310120","AIURUOCA","MG","10/2018","203202.2"
"310120","AIURUOCA","MG","11/2018","202242.83"
"310120","AIURUOCA","MG","12/2018","204156.2"
"310120","AIURUOCA","MG","01/2019","214570.4"
"310120","AIURUOCA","MG","02/2019","210578"
"310120","AIURUOCA","MG","03/2019","208582"
"310120","AIURUOCA","MG","04/2019","210578"
"310120","AIURUOCA","MG","05/2019","211576"
"310120","AIURUOCA","MG","06/2019","207584"
"310120","AIURUOCA","MG","07/2019","222554"
"310120","AIURUOCA","MG","08/2019","220558"
"310120","AIURUOCA","MG","09/2019","218562"
"310120","AIURUOCA","MG","10/2019","219560"
"310120","AIURUOCA","MG","11/2019","217584.75"
"310120","AIURUOCA","MG","01/2020","226502"
"310120","AIURUOCA","MG","02/2020","230945"
"310120","AIURUOCA","MG","03/2020","222585"
"310120","AIURUOCA","MG","04/2020","222585"
"310120","AIURUOCA","MG","05/2020","223630"
"310120","AIURUOCA","MG","06/2020","222585.00"
"310120","AIURUOCA","MG","07/2020","224675"
"310120","AIURUOCA","MG","08/2020","225720"
"310120","AIURUOCA","MG","09/2020","227810"
"310120","AIURUOCA","MG","10/2020","227810"
"310120","AIURUOCA","MG","11/2020","226784.28"
"310120","AIURUOCA","MG","12/2020","228855"
"310120","AIURUOCA","MG","01/2021","237600"
"310120","AIURUOCA","MG","02/2021","236500"
"310120","AIURUOCA","MG","03/2021","236500"
"310120","AIURUOCA","MG","03/2018","205396.2"
"310120","AIURUOCA","MG","05/2021","244200"
"310120","AIURUOCA","MG","06/2021","240900"
"310120","AIURUOCA","MG","07/2021","243100"
"310120","AIURUOCA","MG","08/2021","242000"
"310120","AIURUOCA","MG","09/2021","245300"
"310120","AIURUOCA","MG","10/2021","242000"
"310120","AIURUOCA","MG","11/2021","242015.31"
"310120","AIURUOCA","MG","12/2021","242000"
"310120","AIURUOCA","MG","12/2019","215568"
"310120","AIURUOCA","MG","01/2018","202534.2"
"310120","AIURUOCA","MG","02/2018","204442.2"
"310130","ALAGOA","MG","07/2018","20034"
"310130","ALAGOA","MG","08/2018","20034"
"310130","ALAGOA","MG","04/2018","20034"
"310130","ALAGOA","MG","09/2018","20034"
"310130","ALAGOA","MG","10/2018","20034"
"310130","ALAGOA","MG","11/2018","20033.5"
"310130","ALAGOA","MG","12/2018","20034"
"310130","ALAGOA","MG","01/2019","20958"
"310130","ALAGOA","MG","02/2019","20958"
"310130","ALAGOA","MG","03/2019","21956"
"310130","ALAGOA","MG","04/2019","21956"
"310130","ALAGOA","MG","05/2019","21956"
"310130","ALAGOA","MG","06/2019","21956"
"310130","ALAGOA","MG","07/2019","19960"
"310130","ALAGOA","MG","08/2019","19960"
"310130","ALAGOA","MG","09/2019","19960"
"310130","ALAGOA","MG","10/2019","19960"
"310130","ALAGOA","MG","11/2019","19968.03"
"310130","ALAGOA","MG","01/2020","19741"
"310130","ALAGOA","MG","02/2020","19855"
"310130","ALAGOA","MG","03/2020","19855"
"310130","ALAGOA","MG","04/2020","19855"
"310130","ALAGOA","MG","05/2020","19855"
"310130","ALAGOA","MG","06/2020","19855.00"
"310130","ALAGOA","MG","07/2020","19855"
"310130","ALAGOA","MG","08/2020","19855"
"310130","ALAGOA","MG","12/2019","19960"
"310130","ALAGOA","MG","09/2020","19855"
"310130","ALAGOA","MG","10/2020","19855"
"310130","ALAGOA","MG","11/2020","19862.25"
"310130","ALAGOA","MG","12/2020","17765"
"310130","ALAGOA","MG","01/2021","18700"
"310130","ALAGOA","MG","02/2021","18700"
"310130","ALAGOA","MG","03/2021","19800"
"310130","ALAGOA","MG","04/2021","18700"
"310130","ALAGOA","MG","03/2018","19080"
"310130","ALAGOA","MG","05/2021","18700"
"310130","ALAGOA","MG","06/2021","18700"
"310130","ALAGOA","MG","07/2021","18700"
"310130","ALAGOA","MG","08/2021","18700"
"310130","ALAGOA","MG","09/2021","18700"
"310130","ALAGOA","MG","10/2021","18700"
"310130","ALAGOA","MG","11/2021","18706.42"
"310130","ALAGOA","MG","12/2021","18700"
"310130","ALAGOA","MG","05/2018","20034"
"310130","ALAGOA","MG","01/2018","19080"
"310130","ALAGOA","MG","06/2018","20034.00"
"310130","ALAGOA","MG","02/2018","19080"
"310140","ALBERTINA","MG","01/2021","11000"
"310140","ALBERTINA","MG","11/2019","12975.78"
"310140","ALBERTINA","MG","01/2020","13507"
"310140","ALBERTINA","MG","12/2019","12974"
"310140","ALBERTINA","MG","10/2021","7700"
"310140","ALBERTINA","MG","11/2021","7701.66"
"310140","ALBERTINA","MG","01/2018","15264"
"310140","ALBERTINA","MG","02/2018","15264"
"310140","ALBERTINA","MG","03/2018","15264"
"310140","ALBERTINA","MG","04/2018","15264"
"310140","ALBERTINA","MG","05/2018","14310"
"310140","ALBERTINA","MG","06/2018","13356.00"
"310140","ALBERTINA","MG","07/2018","13356"
"310140","ALBERTINA","MG","08/2018","13356"
"310140","ALBERTINA","MG","09/2018","12402"
"310140","ALBERTINA","MG","10/2018","11448"
"310140","ALBERTINA","MG","11/2018","11448"
"310140","ALBERTINA","MG","12/2018","11448"
"310140","ALBERTINA","MG","01/2019","11976"
"310140","ALBERTINA","MG","02/2019","11976"
"310140","ALBERTINA","MG","03/2019","11976"
"310140","ALBERTINA","MG","04/2019","11976"
"310140","ALBERTINA","MG","05/2019","11976"
"310140","ALBERTINA","MG","06/2019","11976"
"310140","ALBERTINA","MG","07/2019","12974"
"310140","ALBERTINA","MG","08/2019","12974"
"310140","ALBERTINA","MG","09/2019","12974"
"310140","ALBERTINA","MG","10/2019","12974"
"310140","ALBERTINA","MG","12/2021","7700"
"310140","ALBERTINA","MG","09/2021","7700"
"310140","ALBERTINA","MG","08/2021","9900"
"310140","ALBERTINA","MG","07/2021","11000"
"310140","ALBERTINA","MG","03/2020","13585"
"310140","ALBERTINA","MG","06/2021","11000"
"310140","ALBERTINA","MG","05/2021","11000"
"310140","ALBERTINA","MG","04/2021","11000"
"310140","ALBERTINA","MG","03/2021","11000"
"310140","ALBERTINA","MG","02/2021","11000"
"310140","ALBERTINA","MG","12/2020","10450"
"310140","ALBERTINA","MG","11/2020","10451.78"
"310140","ALBERTINA","MG","10/2020","13585"
"310140","ALBERTINA","MG","09/2020","13585"
"310140","ALBERTINA","MG","08/2020","13585"
"310140","ALBERTINA","MG","07/2020","13585"
"310140","ALBERTINA","MG","06/2020","13585.00"
"310140","ALBERTINA","MG","05/2020","13585"
"310140","ALBERTINA","MG","04/2020","13585"
"310140","ALBERTINA","MG","02/2020","13585"
"310150","ALÉM PARAÍBA","MG","08/2021","858000"
"310150","ALÉM PARAÍBA","MG","09/2019","861275"
"310150","ALÉM PARAÍBA","MG","10/2019","853291.14"
"310150","ALÉM PARAÍBA","MG","07/2019","861275"
"310150","ALÉM PARAÍBA","MG","08/2019","859279"
"310150","ALÉM PARAÍBA","MG","06/2019","867263"
"310150","ALÉM PARAÍBA","MG","05/2019","868261"
"310150","ALÉM PARAÍBA","MG","04/2019","869259"
"310150","ALÉM PARAÍBA","MG","03/2019","871255.43"
"310150","ALÉM PARAÍBA","MG","02/2019","875247.4"
"310150","ALÉM PARAÍBA","MG","01/2019","874249.9"
"310150","ALÉM PARAÍBA","MG","12/2018","838330.8"
"310150","ALÉM PARAÍBA","MG","11/2018","841134.86"
"310150","ALÉM PARAÍBA","MG","10/2018","842146.8"
"310150","ALÉM PARAÍBA","MG","09/2018","839284.8"
"310150","ALÉM PARAÍBA","MG","08/2018","836422.8"
"310150","ALÉM PARAÍBA","MG","07/2018","833560.3"
"310150","ALÉM PARAÍBA","MG","06/2018","837376.30"
"310150","ALÉM PARAÍBA","MG","05/2018","839379.4"
"310150","ALÉM PARAÍBA","MG","04/2018","841382.6"
"310150","ALÉM PARAÍBA","MG","03/2018","835658.6"
"310150","ALÉM PARAÍBA","MG","02/2018","835658.6"
"310150","ALÉM PARAÍBA","MG","01/2018","834370.6"
"310150","ALÉM PARAÍBA","MG","11/2019","846464.74"
"310150","ALÉM PARAÍBA","MG","01/2020","875879.3"
"310150","ALÉM PARAÍBA","MG","02/2020","876755.5"
"310150","ALÉM PARAÍBA","MG","03/2020","867350.5"
"310150","ALÉM PARAÍBA","MG","04/2020","870485.5"
"310150","ALÉM PARAÍBA","MG","05/2020","867350.5"
"310150","ALÉM PARAÍBA","MG","06/2020","866305.75"
"310150","ALÉM PARAÍBA","MG","07/2020","860801.86"
"310150","ALÉM PARAÍBA","MG","08/2020","854810.5"
"310150","ALÉM PARAÍBA","MG","09/2020","851675.5"
"310150","ALÉM PARAÍBA","MG","10/2020","849585.75"
"310150","ALÉM PARAÍBA","MG","11/2020","846598.25"
"310150","ALÉM PARAÍBA","MG","12/2020","838090.5"
"310150","ALÉM PARAÍBA","MG","01/2021","877506.66"
"310150","ALÉM PARAÍBA","MG","02/2021","869000"
"310150","ALÉM PARAÍBA","MG","03/2021","864600"
"310150","ALÉM PARAÍBA","MG","04/2021","862400"
"310150","ALÉM PARAÍBA","MG","05/2021","861300"
"310150","ALÉM PARAÍBA","MG","06/2021","859100"
"310150","ALÉM PARAÍBA","MG","07/2021","859100"
"310150","ALÉM PARAÍBA","MG","09/2021","853600.72"
"310150","ALÉM PARAÍBA","MG","10/2021","852500"
"310150","ALÉM PARAÍBA","MG","11/2021","847122.98"
"310150","ALÉM PARAÍBA","MG","12/2021","843700"
"310150","ALÉM PARAÍBA","MG","12/2019","842313.6"
"310160","ALFENAS","MG","02/2018","1006949.53"
"310160","ALFENAS","MG","03/2018","1006949.53"
"310160","ALFENAS","MG","12/2021","1084600.86"
"310160","ALFENAS","MG","11/2021","1090250.58"
"310160","ALFENAS","MG","10/2021","1094500.22"
"310160","ALFENAS","MG","09/2021","1093253.33"
"310160","ALFENAS","MG","08/2021","1097800"
"310160","ALFENAS","MG","07/2021","1091200.22"
"310160","ALFENAS","MG","06/2021","1086800.22"
"310160","ALFENAS","MG","05/2021","1092300.22"
"310160","ALFENAS","MG","04/2021","1090100.22"
"310160","ALFENAS","MG","03/2021","1091200.37"
"310160","ALFENAS","MG","02/2021","1091200.22"
"310160","ALFENAS","MG","01/2021","1095600.22"
"310160","ALFENAS","MG","12/2020","1042912.15"
"310160","ALFENAS","MG","11/2020","1045178.27"
"310160","ALFENAS","MG","10/2020","1053362.15"
"310160","ALFENAS","MG","09/2020","1052317.15"
"310160","ALFENAS","MG","08/2020","1054407.15"
"310160","ALFENAS","MG","12/2019","1031932.7"
"310160","ALFENAS","MG","07/2020","1056497.15"
"310160","ALFENAS","MG","06/2020","1060677.15"
"310160","ALFENAS","MG","05/2020","1057542.15"
"310160","ALFENAS","MG","04/2020","1060676.25"
"310160","ALFENAS","MG","03/2020","1061721.25"
"310160","ALFENAS","MG","02/2020","1072171.25"
"310160","ALFENAS","MG","01/2020","1062898.35"
"310160","ALFENAS","MG","11/2019","1041109.52"
"310160","ALFENAS","MG","10/2019","1047900.9"
"310160","ALFENAS","MG","09/2019","1045904.9"
"310160","ALFENAS","MG","08/2019","1039917.69"
"310160","ALFENAS","MG","07/2019","1057881.77"
"310160","ALFENAS","MG","06/2019","1060875.17"
"310160","ALFENAS","MG","05/2019","1062871.17"
"310160","ALFENAS","MG","04/2019","1058879.17"
"310160","ALFENAS","MG","03/2019","1060875.17"
"310160","ALFENAS","MG","04/2018","1005041.53"
"310160","ALFENAS","MG","02/2019","1066863.17"
"310160","ALFENAS","MG","01/2019","1063869.17"
"310160","ALFENAS","MG","12/2018","1019637.73"
"310160","ALFENAS","MG","11/2018","1010037.47"
"310160","ALFENAS","MG","10/2018","1006281.73"
"310160","ALFENAS","MG","09/2018","1004373.73"
"310160","ALFENAS","MG","08/2018","1009143.73"
"310160","ALFENAS","MG","07/2018","1012005.73"
"310160","ALFENAS","MG","06/2018","1014778.65"
"310160","ALFENAS","MG","05/2018","1010765.53"
"310160","ALFENAS","MG","01/2018","1006949.53"
"310163","ALFREDO VASCONCELOS","MG","10/2019","51896"
"310163","ALFREDO VASCONCELOS","MG","12/2021","51700"
"310163","ALFREDO VASCONCELOS","MG","11/2021","51702.08"
"310163","ALFREDO VASCONCELOS","MG","10/2021","50600"
"310163","ALFREDO VASCONCELOS","MG","09/2021","51700"
"310163","ALFREDO VASCONCELOS","MG","08/2021","51700"
"310163","ALFREDO VASCONCELOS","MG","07/2021","49500"
"310163","ALFREDO VASCONCELOS","MG","06/2021","49500"
"310163","ALFREDO VASCONCELOS","MG","05/2021","48400"
"310163","ALFREDO VASCONCELOS","MG","04/2021","52800"
"310163","ALFREDO VASCONCELOS","MG","03/2021","52800"
"310163","ALFREDO VASCONCELOS","MG","02/2021","53900"
"310163","ALFREDO VASCONCELOS","MG","01/2021","53900"
"310163","ALFREDO VASCONCELOS","MG","12/2020","51205"
"310163","ALFREDO VASCONCELOS","MG","11/2020","51207.35"
"310163","ALFREDO VASCONCELOS","MG","10/2020","50160"
"310163","ALFREDO VASCONCELOS","MG","09/2020","49115"
"310163","ALFREDO VASCONCELOS","MG","08/2020","51205"
"310163","ALFREDO VASCONCELOS","MG","07/2020","52250"
"310163","ALFREDO VASCONCELOS","MG","06/2020","52250.00"
"310163","ALFREDO VASCONCELOS","MG","05/2020","52250"
"310163","ALFREDO VASCONCELOS","MG","04/2020","53295"
"310163","ALFREDO VASCONCELOS","MG","03/2020","53295"
"310163","ALFREDO VASCONCELOS","MG","02/2020","53295"
"310163","ALFREDO VASCONCELOS","MG","01/2020","51950"
"310163","ALFREDO VASCONCELOS","MG","11/2019","50901.56"
"310163","ALFREDO VASCONCELOS","MG","09/2019","52894"
"310163","ALFREDO VASCONCELOS","MG","08/2019","53892"
"310163","ALFREDO VASCONCELOS","MG","07/2019","53892"
"310163","ALFREDO VASCONCELOS","MG","06/2019","53892"
"310163","ALFREDO VASCONCELOS","MG","05/2019","53892"
"310163","ALFREDO VASCONCELOS","MG","04/2019","53892"
"310163","ALFREDO VASCONCELOS","MG","03/2019","54890"
"310163","ALFREDO VASCONCELOS","MG","02/2019","54890"
"310163","ALFREDO VASCONCELOS","MG","01/2019","53892"
"310163","ALFREDO VASCONCELOS","MG","12/2018","51516"
"310163","ALFREDO VASCONCELOS","MG","11/2018","51513.41"
"310163","ALFREDO VASCONCELOS","MG","10/2018","51516"
"310163","ALFREDO VASCONCELOS","MG","09/2018","51516"
"310163","ALFREDO VASCONCELOS","MG","08/2018","50562"
"310163","ALFREDO VASCONCELOS","MG","07/2018","50562"
"310163","ALFREDO VASCONCELOS","MG","06/2018","50562.00"
"310163","ALFREDO VASCONCELOS","MG","05/2018","50562"
"310163","ALFREDO VASCONCELOS","MG","04/2018","50562"
"310163","ALFREDO VASCONCELOS","MG","03/2018","48654"
"310163","ALFREDO VASCONCELOS","MG","02/2018","48654"
"310163","ALFREDO VASCONCELOS","MG","01/2018","47700"
"310163","ALFREDO VASCONCELOS","MG","12/2019","50898"
"310170","ALMENARA","MG","12/2021","1246300"
"310170","ALMENARA","MG","10/2018","1080090.2"
"310170","ALMENARA","MG","11/2018","1077167.53"
"310170","ALMENARA","MG","12/2018","1076274.2"
"310170","ALMENARA","MG","01/2019","1126742.74"
"310170","ALMENARA","MG","02/2019","1132730.74"
"310170","ALMENARA","MG","03/2019","1136722.74"
"310170","ALMENARA","MG","04/2019","1140714.74"
"310170","ALMENARA","MG","05/2019","1138718.74"
"310170","ALMENARA","MG","06/2019","1132730.74"
"310170","ALMENARA","MG","07/2019","1134726.74"
"310170","ALMENARA","MG","05/2018","1042884.2"
"310170","ALMENARA","MG","08/2019","1134726.74"
"310170","ALMENARA","MG","09/2019","1134726.74"
"310170","ALMENARA","MG","10/2019","1143708.74"
"310170","ALMENARA","MG","11/2019","1142864.17"
"310170","ALMENARA","MG","01/2020","1187577.77"
"310170","ALMENARA","MG","06/2018","1055286.20"
"310170","ALMENARA","MG","12/2019","1149697.14"
"310170","ALMENARA","MG","02/2020","1190256.35"
"310170","ALMENARA","MG","03/2020","1180851.35"
"310170","ALMENARA","MG","04/2020","1188166.35"
"310170","ALMENARA","MG","05/2020","1180851.08"
"310170","ALMENARA","MG","02/2018","995852"
"310170","ALMENARA","MG","06/2020","1180850.85"
"310170","ALMENARA","MG","01/2018","992990"
"310170","ALMENARA","MG","07/2020","1181895.85"
"310170","ALMENARA","MG","08/2020","1181895.85"
"310170","ALMENARA","MG","09/2020","1177715.85"
"310170","ALMENARA","MG","10/2020","1171445.85"
"310170","ALMENARA","MG","11/2020","1168446.52"
"310170","ALMENARA","MG","12/2020","1158905.85"
"310170","ALMENARA","MG","01/2021","1213300"
"310170","ALMENARA","MG","02/2021","1211100"
"310170","ALMENARA","MG","03/2021","1215500"
"310170","ALMENARA","MG","04/2021","1225400"
"310170","ALMENARA","MG","05/2021","1228700"
"310170","ALMENARA","MG","06/2021","1227600"
"310170","ALMENARA","MG","07/2021","1228700"
"310170","ALMENARA","MG","08/2021","1239700"
"310170","ALMENARA","MG","09/2021","1240800"
"310170","ALMENARA","MG","10/2021","1234200"
"310170","ALMENARA","MG","11/2021","1240922.4"
"310170","ALMENARA","MG","04/2018","1024758.2"
"310170","ALMENARA","MG","09/2018","1078182.2"
"310170","ALMENARA","MG","07/2018","1064826.2"
"310170","ALMENARA","MG","03/2018","1003484"
"310170","ALMENARA","MG","08/2018","1076274.2"
"310180","ALPERCATA","MG","11/2021","63802.83"
"310180","ALPERCATA","MG","01/2018","45792"
"310180","ALPERCATA","MG","02/2018","46746"
"310180","ALPERCATA","MG","03/2018","46746"
"310180","ALPERCATA","MG","04/2018","48654"
"310180","ALPERCATA","MG","05/2018","49608"
"310180","ALPERCATA","MG","06/2018","48654.00"
"310180","ALPERCATA","MG","07/2018","49608"
"310180","ALPERCATA","MG","08/2018","48654"
"310180","ALPERCATA","MG","09/2018","48654"
"310180","ALPERCATA","MG","10/2018","48654"
"310180","ALPERCATA","MG","11/2018","48652.1"
"310180","ALPERCATA","MG","12/2018","47700"
"310180","ALPERCATA","MG","01/2019","49900"
"310180","ALPERCATA","MG","02/2019","48902"
"310180","ALPERCATA","MG","03/2019","49900"
"310180","ALPERCATA","MG","04/2019","49900"
"310180","ALPERCATA","MG","05/2019","48902"
"310180","ALPERCATA","MG","06/2019","51896"
"310180","ALPERCATA","MG","07/2019","52894"
"310180","ALPERCATA","MG","08/2019","50898.4"
"310180","ALPERCATA","MG","09/2019","49900.4"
"310180","ALPERCATA","MG","10/2019","48902.4"
"310180","ALPERCATA","MG","11/2019","50906.49"
"310180","ALPERCATA","MG","01/2020","54028.7"
"310180","ALPERCATA","MG","02/2020","54340.5"
"310180","ALPERCATA","MG","03/2020","56430.5"
"310180","ALPERCATA","MG","04/2020","57475.5"
"310180","ALPERCATA","MG","05/2020","56430.5"
"310180","ALPERCATA","MG","06/2020","57475.50"
"310180","ALPERCATA","MG","07/2020","57475"
"310180","ALPERCATA","MG","08/2020","58520"
"310180","ALPERCATA","MG","09/2020","56430"
"310180","ALPERCATA","MG","10/2020","57475"
"310180","ALPERCATA","MG","11/2020","58523.95"
"310180","ALPERCATA","MG","12/2020","58520"
"310180","ALPERCATA","MG","01/2021","62700"
"310180","ALPERCATA","MG","02/2021","62700"
"310180","ALPERCATA","MG","03/2021","64900"
"310180","ALPERCATA","MG","04/2021","63800"
"310180","ALPERCATA","MG","05/2021","63800"
"310180","ALPERCATA","MG","06/2021","62700"
"310180","ALPERCATA","MG","12/2019","51896.4"
"310180","ALPERCATA","MG","07/2021","61600"
"310180","ALPERCATA","MG","08/2021","63800"
"310180","ALPERCATA","MG","09/2021","62700"
"310180","ALPERCATA","MG","10/2021","63800"
"310180","ALPERCATA","MG","12/2021","64900"
"310190","ALPINÓPOLIS","MG","09/2021","352000"
"310190","ALPINÓPOLIS","MG","01/2018","309096"
"310190","ALPINÓPOLIS","MG","02/2018","311958"
"310190","ALPINÓPOLIS","MG","03/2018","311958"
"310190","ALPINÓPOLIS","MG","04/2018","312912"
"310190","ALPINÓPOLIS","MG","05/2018","311958"
"310190","ALPINÓPOLIS","MG","06/2018","315774.00"
"310190","ALPINÓPOLIS","MG","07/2018","316728"
"310190","ALPINÓPOLIS","MG","08/2018","315774"
"310190","ALPINÓPOLIS","MG","09/2018","316728"
"310190","ALPINÓPOLIS","MG","10/2018","318636"
"310190","ALPINÓPOLIS","MG","11/2018","323396.51"
"310190","ALPINÓPOLIS","MG","12/2018","323406"
"310190","ALPINÓPOLIS","MG","01/2019","341316"
"310190","ALPINÓPOLIS","MG","02/2019","339320"
"310190","ALPINÓPOLIS","MG","03/2019","335328"
"310190","ALPINÓPOLIS","MG","04/2019","335328"
"310190","ALPINÓPOLIS","MG","05/2019","336326"
"310190","ALPINÓPOLIS","MG","06/2019","332334"
"310190","ALPINÓPOLIS","MG","07/2019","331336"
"310190","ALPINÓPOLIS","MG","08/2019","334330"
"310190","ALPINÓPOLIS","MG","09/2019","331336"
"310190","ALPINÓPOLIS","MG","10/2019","332334"
"310190","ALPINÓPOLIS","MG","11/2019","331401.78"
"310190","ALPINÓPOLIS","MG","01/2020","342870"
"310190","ALPINÓPOLIS","MG","02/2020","346940"
"310190","ALPINÓPOLIS","MG","03/2020","347985"
"310190","ALPINÓPOLIS","MG","04/2020","346940"
"310190","ALPINÓPOLIS","MG","05/2020","343805"
"310190","ALPINÓPOLIS","MG","06/2020","344850.00"
"310190","ALPINÓPOLIS","MG","07/2020","346940"
"310190","ALPINÓPOLIS","MG","08/2020","344850"
"310190","ALPINÓPOLIS","MG","10/2020","343805"
"310190","ALPINÓPOLIS","MG","11/2020","347000.16"
"310190","ALPINÓPOLIS","MG","12/2020","350075"
"310190","ALPINÓPOLIS","MG","01/2021","368500"
"310190","ALPINÓPOLIS","MG","02/2021","369600"
"310190","ALPINÓPOLIS","MG","03/2021","370700"
"310190","ALPINÓPOLIS","MG","04/2021","366300"
