"Código","Unidade Territorial","UF","Referência","Famílias Beneficiárias","Valor Total Repassado","Valor Médio dos Benefícios"
"310100","ÁGUAS VERMELHAS","MG","12/2018","2182","517652","237.24"
"310100","ÁGUAS VERMELHAS","MG","01/2019","2141","513125","239.67"
"310100","ÁGUAS VERMELHAS","MG","02/2019","2163","517413.00","239.21"
"310100","ÁGUAS VERMELHAS","MG","03/2019","2181","520613","238.70"
"310100","ÁGUAS VERMELHAS","MG","04/2019","2194","518029.00","236.11"
"310100","ÁGUAS VERMELHAS","MG","05/2019","2226","529739","237.98"
"310100","ÁGUAS VERMELHAS","MG","06/2019","2192","517553","236.11"
"310100","ÁGUAS VERMELHAS","MG","07/2019","2160","515797","238.79"
"310100","ÁGUAS VERMELHAS","MG","08/2019","2171","522549","240.70"
"310100","ÁGUAS VERMELHAS","MG","09/2019","2129","516198","242.46"
"310100","ÁGUAS VERMELHAS","MG","10/2019","2143","522901","244.00"
"310100","ÁGUAS VERMELHAS","MG","11/2019","2118","520211","245.61"
"310100","ÁGUAS VERMELHAS","MG","04/2018","2174","478268","219.99"
"310100","ÁGUAS VERMELHAS","MG","02/2020","2113","528128","249.94"
"310100","ÁGUAS VERMELHAS","MG","03/2020","2045","519285","253.93"
"310100","ÁGUAS VERMELHAS","MG","04/2020","2168","14623","6.74"
"310100","ÁGUAS VERMELHAS","MG","05/2020","2167","12301","5.68"
"310100","ÁGUAS VERMELHAS","MG","06/2020","2170","13126","6.05"
"310100","ÁGUAS VERMELHAS","MG","07/2020","2170","13234","6.10"
"310100","ÁGUAS VERMELHAS","MG","08/2020","2170","12822","5.91"
"310100","ÁGUAS VERMELHAS","MG","09/2020","2170","89626","41.30"
"310100","ÁGUAS VERMELHAS","MG","10/2020","2170","90520","41.71"
"310100","ÁGUAS VERMELHAS","MG","11/2020","2170","92981","42.85"
"310100","ÁGUAS VERMELHAS","MG","12/2020","2170","95199","43.87"
"310100","ÁGUAS VERMELHAS","MG","01/2021","2165","539489","249.19"
"310100","ÁGUAS VERMELHAS","MG","02/2021","2152","532333","247.37"
"310100","ÁGUAS VERMELHAS","MG","03/2021","2146","533734","248.71"
"310100","ÁGUAS VERMELHAS","MG","04/2021","2143","334028","155.87"
"310100","ÁGUAS VERMELHAS","MG","05/2021","2143","336126","156.85"
"310100","ÁGUAS VERMELHAS","MG","06/2021","2143","337481","157.48"
"310100","ÁGUAS VERMELHAS","MG","07/2021","2143","339068","158.22"
"310100","ÁGUAS VERMELHAS","MG","08/2021","2140","340107","158.93"
"310100","ÁGUAS VERMELHAS","MG","09/2021","2140","341566","159.61"
"310100","ÁGUAS VERMELHAS","MG","10/2021","2140","343464","160.50"
"310100","ÁGUAS VERMELHAS","MG","12/2019","2120","522892","246.65"
"310100","ÁGUAS VERMELHAS","MG","01/2018","2241","500427","223.31"
"310100","ÁGUAS VERMELHAS","MG","02/2018","2237","490977","219.48"
"310100","ÁGUAS VERMELHAS","MG","03/2018","2255","494843","219.44"
"310110","AIMORÉS","MG","04/2021","2128","140305","65.93"
"310110","AIMORÉS","MG","05/2021","2128","142486","66.96"
"310110","AIMORÉS","MG","06/2021","2128","144950","68.12"
"310110","AIMORÉS","MG","01/2018","2484","425477","171.29"
"310110","AIMORÉS","MG","01/2020","1825","304801.00","167.01"
"310110","AIMORÉS","MG","02/2018","2474","422466","170.76"
"310110","AIMORÉS","MG","12/2019","1847","309943","167.81"
"310110","AIMORÉS","MG","03/2018","2488","425744","171.12"
"310110","AIMORÉS","MG","04/2018","2297","391826","170.58"
"310110","AIMORÉS","MG","05/2018","2283","393185","172.22"
"310110","AIMORÉS","MG","06/2018","2211","382630","173.06"
"310110","AIMORÉS","MG","07/2018","2202","397332","180.44"
"310110","AIMORÉS","MG","09/2018","2106","378528","179.74"
"310110","AIMORÉS","MG","10/2018","2135","383352","179.56"
"310110","AIMORÉS","MG","11/2018","2187","384799","175.95"
"310110","AIMORÉS","MG","12/2018","2186","381478","174.51"
"310110","AIMORÉS","MG","01/2019","2071","361890","174.74"
"310110","AIMORÉS","MG","02/2019","2084","360731.00","173.10"
"310110","AIMORÉS","MG","07/2021","2128","146495","68.84"
"310110","AIMORÉS","MG","03/2019","2102","362223","172.32"
"310110","AIMORÉS","MG","04/2019","2097","357037.00","170.26"
"310110","AIMORÉS","MG","05/2019","2106","358528","170.24"
"310110","AIMORÉS","MG","06/2019","2039","346188","169.78"
"310110","AIMORÉS","MG","08/2021","2123","148223","69.82"
"310110","AIMORÉS","MG","07/2019","2002","340705","170.18"
"310110","AIMORÉS","MG","08/2019","1992","338766","170.06"
"310110","AIMORÉS","MG","09/2019","1930","326212","169.02"
"310110","AIMORÉS","MG","10/2019","1906","321748","168.81"
"310110","AIMORÉS","MG","11/2019","1856","311993","168.10"
"310110","AIMORÉS","MG","02/2020","1810","299079","165.24"
"310110","AIMORÉS","MG","10/2021","2123","154078","72.58"
"310110","AIMORÉS","MG","03/2020","1755","291507","166.10"
"310110","AIMORÉS","MG","04/2020","2072","13200","6.37"
"310110","AIMORÉS","MG","05/2020","2073","12292","5.93"
"310110","AIMORÉS","MG","06/2020","2073","11547","5.57"
"310110","AIMORÉS","MG","07/2020","2073","12073","5.82"
"310110","AIMORÉS","MG","08/2020","2073","11854","5.72"
"310110","AIMORÉS","MG","09/2020","2065","32065","15.53"
"310110","AIMORÉS","MG","10/2020","2065","35224","17.06"
"310110","AIMORÉS","MG","11/2020","2065","36505","17.68"
"310110","AIMORÉS","MG","09/2021","2123","150994","71.12"
"310110","AIMORÉS","MG","08/2018","2232","398583","178.58"
"310110","AIMORÉS","MG","12/2020","2065","38216","18.51"
"310110","AIMORÉS","MG","01/2021","2044","348583","170.54"
"310110","AIMORÉS","MG","02/2021","1966","320079","162.81"
"310110","AIMORÉS","MG","03/2021","2081","338287","162.56"
"310120","AIURUOCA","MG","12/2020","263","5061","19.24"
"310120","AIURUOCA","MG","10/2021","279","12225","43.82"
"310120","AIURUOCA","MG","09/2021","279","12136","43.50"
"310120","AIURUOCA","MG","08/2021","279","12136","43.50"
"310120","AIURUOCA","MG","07/2021","280","12092","43.19"
"310120","AIURUOCA","MG","06/2021","280","12004","42.87"
"310120","AIURUOCA","MG","05/2021","280","11689","41.75"
"310120","AIURUOCA","MG","04/2021","280","11689","41.75"
"310120","AIURUOCA","MG","03/2021","271","39312","145.06"
"310120","AIURUOCA","MG","02/2021","264","38184","144.64"
"310120","AIURUOCA","MG","01/2021","262","38982","148.79"
"310120","AIURUOCA","MG","11/2020","263","4970","18.90"
"310120","AIURUOCA","MG","10/2020","263","4881","18.56"
"310120","AIURUOCA","MG","09/2020","263","4751","18.06"
"310120","AIURUOCA","MG","08/2020","265","1090","4.11"
"310120","AIURUOCA","MG","07/2020","265","1090","4.11"
"310120","AIURUOCA","MG","06/2020","265","1090","4.11"
"310120","AIURUOCA","MG","05/2020","265","1090","4.11"
"310120","AIURUOCA","MG","04/2020","265","1090","4.11"
"310120","AIURUOCA","MG","03/2020","265","37734","142.39"
"310120","AIURUOCA","MG","02/2020","256","35694","139.43"
"310120","AIURUOCA","MG","01/2020","259","36637.00","141.46"
"310120","AIURUOCA","MG","11/2019","239","33964","142.11"
"310120","AIURUOCA","MG","10/2019","243","34474","141.87"
"310120","AIURUOCA","MG","09/2019","244","34589","141.76"
"310120","AIURUOCA","MG","08/2019","246","35424","144.00"
"310120","AIURUOCA","MG","07/2019","241","34342","142.50"
"310120","AIURUOCA","MG","06/2019","242","34164","141.17"
"310120","AIURUOCA","MG","05/2019","249","35316","141.83"
"310120","AIURUOCA","MG","04/2019","242","33596.00","138.83"
"310120","AIURUOCA","MG","03/2019","243","33258","136.86"
"310120","AIURUOCA","MG","02/2019","244","34462.00","141.24"
"310120","AIURUOCA","MG","01/2019","241","33484","138.94"
"310120","AIURUOCA","MG","12/2018","245","33583","137.07"
"310120","AIURUOCA","MG","11/2018","243","33821","139.18"
"310120","AIURUOCA","MG","10/2018","233","32145","137.96"
"310120","AIURUOCA","MG","09/2018","229","31497","137.54"
"310120","AIURUOCA","MG","08/2018","235","31137","132.50"
"310120","AIURUOCA","MG","07/2018","236","31404","133.07"
"310120","AIURUOCA","MG","06/2018","236","29852","126.49"
"310120","AIURUOCA","MG","05/2018","245","31012","126.58"
"310120","AIURUOCA","MG","04/2018","245","32028","130.73"
"310120","AIURUOCA","MG","03/2018","252","31494","124.98"
"310120","AIURUOCA","MG","02/2018","253","31360","123.95"
"310120","AIURUOCA","MG","01/2018","250","31097","124.39"
"310120","AIURUOCA","MG","12/2019","236","33702","142.81"
"310130","ALAGOA","MG","11/2018","211","35880","170.05"
"310130","ALAGOA","MG","01/2018","203","29521","145.42"
"310130","ALAGOA","MG","02/2018","196","28829","147.09"
"310130","ALAGOA","MG","03/2018","198","29024","146.59"
"310130","ALAGOA","MG","04/2018","193","30716","159.15"
"310130","ALAGOA","MG","05/2018","198","30052","151.78"
"310130","ALAGOA","MG","06/2018","196","30278","154.48"
"310130","ALAGOA","MG","07/2018","190","30429","160.15"
"310130","ALAGOA","MG","08/2018","193","31672","164.10"
"310130","ALAGOA","MG","09/2018","200","34487","172.44"
"310130","ALAGOA","MG","01/2019","204","36070","176.81"
"310130","ALAGOA","MG","02/2019","206","35554.00","172.59"
"310130","ALAGOA","MG","03/2019","214","38936","181.94"
"310130","ALAGOA","MG","04/2019","209","36416.00","174.24"
"310130","ALAGOA","MG","05/2019","208","36232","174.19"
"310130","ALAGOA","MG","12/2019","203","35851","176.61"
"310130","ALAGOA","MG","06/2019","204","35895","175.96"
"310130","ALAGOA","MG","07/2019","205","36732","179.18"
"310130","ALAGOA","MG","08/2019","202","35685","176.66"
"310130","ALAGOA","MG","10/2018","206","35517","172.41"
"310130","ALAGOA","MG","09/2019","203","36595","180.27"
"310130","ALAGOA","MG","10/2019","204","35721","175.10"
"310130","ALAGOA","MG","11/2019","202","35322","174.86"
"310130","ALAGOA","MG","01/2020","203","35421.00","174.49"
"310130","ALAGOA","MG","02/2020","200","34844","174.22"
"310130","ALAGOA","MG","03/2020","197","34622","175.75"
"310130","ALAGOA","MG","12/2018","203","36849","181.52"
"310130","ALAGOA","MG","04/2020","225","1939","8.62"
"310130","ALAGOA","MG","05/2020","225","1939","8.62"
"310130","ALAGOA","MG","06/2020","225","1939","8.62"
"310130","ALAGOA","MG","07/2020","225","1848","8.21"
"310130","ALAGOA","MG","08/2020","225","1668","7.41"
"310130","ALAGOA","MG","09/2020","225","5477","24.34"
"310130","ALAGOA","MG","10/2020","225","5836","25.94"
"310130","ALAGOA","MG","11/2020","225","5836","25.94"
"310130","ALAGOA","MG","12/2020","225","5836","25.94"
"310130","ALAGOA","MG","01/2021","224","39497","176.33"
"310130","ALAGOA","MG","02/2021","220","38450","174.77"
"310130","ALAGOA","MG","03/2021","240","41838","174.33"
"310130","ALAGOA","MG","04/2021","240","20128","83.87"
"310130","ALAGOA","MG","05/2021","240","20217","84.24"
"310130","ALAGOA","MG","06/2021","240","20347","84.78"
"310130","ALAGOA","MG","07/2021","240","20306","84.61"
"310130","ALAGOA","MG","08/2021","239","20215","84.58"
"310130","ALAGOA","MG","09/2021","239","20528","85.89"
"310130","ALAGOA","MG","10/2021","239","20620","86.28"
"310140","ALBERTINA","MG","08/2021","96","5997","62.47"
"310140","ALBERTINA","MG","10/2021","96","6854","71.40"
"310140","ALBERTINA","MG","01/2018","74","13057","176.45"
"310140","ALBERTINA","MG","02/2018","77","12999","168.82"
"310140","ALBERTINA","MG","03/2018","81","13088","161.58"
"310140","ALBERTINA","MG","04/2018","75","12194","162.59"
"310140","ALBERTINA","MG","05/2018","77","13225","171.75"
"310140","ALBERTINA","MG","06/2018","74","11955","161.55"
"310140","ALBERTINA","MG","07/2018","77","13298","172.70"
"310140","ALBERTINA","MG","08/2018","82","13155","160.43"
"310140","ALBERTINA","MG","09/2018","78","12503","160.29"
"310140","ALBERTINA","MG","10/2018","79","13020","164.81"
"310140","ALBERTINA","MG","11/2018","85","14251","167.66"
"310140","ALBERTINA","MG","12/2018","85","13889","163.40"
"310140","ALBERTINA","MG","01/2019","81","13703","169.17"
"310140","ALBERTINA","MG","02/2019","85","14756.00","173.60"
"310140","ALBERTINA","MG","03/2019","88","14578","165.66"
"310140","ALBERTINA","MG","04/2019","85","14200.00","167.06"
"310140","ALBERTINA","MG","05/2019","89","14743","165.65"
"310140","ALBERTINA","MG","06/2019","90","15045","167.17"
"310140","ALBERTINA","MG","07/2019","88","14746","167.57"
"310140","ALBERTINA","MG","08/2019","90","15591","173.23"
"310140","ALBERTINA","MG","09/2019","91","15836","174.02"
"310140","ALBERTINA","MG","10/2019","89","15124","169.93"
"310140","ALBERTINA","MG","11/2019","90","15566","172.96"
"310140","ALBERTINA","MG","01/2020","94","16584.00","176.43"
"310140","ALBERTINA","MG","02/2020","92","16196","176.04"
"310140","ALBERTINA","MG","12/2019","90","15567","172.97"
"310140","ALBERTINA","MG","03/2020","87","15302","175.89"
"310140","ALBERTINA","MG","04/2020","104","1357","13.05"
"310140","ALBERTINA","MG","05/2020","102","1143","11.21"
"310140","ALBERTINA","MG","06/2020","102","1143","11.21"
"310140","ALBERTINA","MG","07/2020","102","1143","11.21"
"310140","ALBERTINA","MG","08/2020","102","1142","11.20"
"310140","ALBERTINA","MG","09/2020","100","2362","23.62"
"310140","ALBERTINA","MG","10/2020","100","2807","28.07"
"310140","ALBERTINA","MG","11/2020","100","3165","31.65"
"310140","ALBERTINA","MG","12/2020","100","3165","31.65"
"310140","ALBERTINA","MG","01/2021","99","18051","182.33"
"310140","ALBERTINA","MG","02/2021","96","16607","172.99"
"310140","ALBERTINA","MG","03/2021","97","16737","172.55"
"310140","ALBERTINA","MG","04/2021","96","5860","61.04"
"310140","ALBERTINA","MG","05/2021","96","5908","61.54"
"310140","ALBERTINA","MG","06/2021","96","6437","67.05"
"310140","ALBERTINA","MG","07/2021","96","5997","62.47"
"310140","ALBERTINA","MG","09/2021","96","6765","70.47"
"310150","ALÉM PARAÍBA","MG","07/2019","1902","351826","184.98"
"310150","ALÉM PARAÍBA","MG","12/2019","1790","341958","191.04"
"310150","ALÉM PARAÍBA","MG","01/2018","1779","283158","159.17"
"310150","ALÉM PARAÍBA","MG","02/2018","1799","288721","160.49"
"310150","ALÉM PARAÍBA","MG","03/2018","1811","291775","161.11"
"310150","ALÉM PARAÍBA","MG","04/2018","1759","288692","164.12"
"310150","ALÉM PARAÍBA","MG","05/2018","1785","295719","165.67"
"310150","ALÉM PARAÍBA","MG","06/2018","1744","289309","165.89"
"310150","ALÉM PARAÍBA","MG","07/2018","1754","310075","176.78"
"310150","ALÉM PARAÍBA","MG","08/2018","1781","313214","175.86"
"310150","ALÉM PARAÍBA","MG","09/2018","1749","311349","178.02"
"310150","ALÉM PARAÍBA","MG","10/2018","1780","315194","177.08"
"310150","ALÉM PARAÍBA","MG","11/2018","1833","324948","177.28"
"310150","ALÉM PARAÍBA","MG","12/2018","1869","333283","178.32"
"310150","ALÉM PARAÍBA","MG","01/2019","1820","326066","179.16"
"310150","ALÉM PARAÍBA","MG","02/2019","1842","331807.00","180.13"
"310150","ALÉM PARAÍBA","MG","03/2019","1893","339413","179.30"
"310150","ALÉM PARAÍBA","MG","04/2019","1919","347672.00","181.17"
"310150","ALÉM PARAÍBA","MG","05/2019","1981","360774","182.12"
"310150","ALÉM PARAÍBA","MG","06/2019","1937","354958","183.25"
"310150","ALÉM PARAÍBA","MG","08/2019","1898","351556","185.22"
"310150","ALÉM PARAÍBA","MG","09/2019","1847","345071","186.83"
"310150","ALÉM PARAÍBA","MG","10/2019","1838","345018","187.71"
"310150","ALÉM PARAÍBA","MG","11/2019","1794","339742","189.38"
"310150","ALÉM PARAÍBA","MG","01/2020","1780","338777.00","190.32"
"310150","ALÉM PARAÍBA","MG","02/2020","1775","338059","190.46"
"310150","ALÉM PARAÍBA","MG","03/2020","1730","335836","194.12"
"310150","ALÉM PARAÍBA","MG","04/2020","2144","20390","9.51"
"310150","ALÉM PARAÍBA","MG","05/2020","2142","16105","7.52"
"310150","ALÉM PARAÍBA","MG","06/2020","2142","16394","7.65"
"310150","ALÉM PARAÍBA","MG","07/2020","2142","17719","8.27"
"310150","ALÉM PARAÍBA","MG","08/2020","2142","17322","8.09"
"310150","ALÉM PARAÍBA","MG","09/2020","2136","54029","25.29"
"310150","ALÉM PARAÍBA","MG","10/2020","2136","55853","26.15"
"310150","ALÉM PARAÍBA","MG","11/2020","2136","57424","26.88"
"310150","ALÉM PARAÍBA","MG","12/2020","2136","59656","27.93"
"310150","ALÉM PARAÍBA","MG","01/2021","2121","407901","192.32"
"310150","ALÉM PARAÍBA","MG","02/2021","2080","389375","187.20"
"310150","ALÉM PARAÍBA","MG","03/2021","2074","391098","188.57"
"310150","ALÉM PARAÍBA","MG","04/2021","2074","155334","74.90"
"310150","ALÉM PARAÍBA","MG","05/2021","2074","157520","75.95"
"310150","ALÉM PARAÍBA","MG","06/2021","2074","160695","77.48"
"310150","ALÉM PARAÍBA","MG","07/2021","2074","163358","78.76"
"310150","ALÉM PARAÍBA","MG","08/2021","2069","166168","80.31"
"310150","ALÉM PARAÍBA","MG","09/2021","2069","168843","81.61"
"310150","ALÉM PARAÍBA","MG","10/2021","2069","171450","82.87"
"310160","ALFENAS","MG","07/2019","2199","327933","149.13"
"310160","ALFENAS","MG","01/2018","2196","287324","130.84"
"310160","ALFENAS","MG","02/2018","2236","293168","131.11"
"310160","ALFENAS","MG","03/2018","2273","295935","130.20"
"310160","ALFENAS","MG","04/2018","2162","286078","132.32"
"310160","ALFENAS","MG","05/2018","2224","301727","135.67"
"310160","ALFENAS","MG","06/2018","2202","300941","136.67"
"310160","ALFENAS","MG","07/2018","2241","324466","144.79"
"310160","ALFENAS","MG","08/2018","2297","337439","146.90"
"310160","ALFENAS","MG","09/2018","2263","333180","147.23"
"310160","ALFENAS","MG","10/2018","2317","336977","145.44"
"310160","ALFENAS","MG","11/2018","2370","345892","145.95"
"310160","ALFENAS","MG","12/2018","2312","336925","145.73"
"310160","ALFENAS","MG","01/2019","2223","327441","147.30"
"310160","ALFENAS","MG","02/2019","2243","330539.00","147.36"
"310160","ALFENAS","MG","03/2019","2298","339216","147.61"
"310160","ALFENAS","MG","04/2019","2293","335429.00","146.28"
"310160","ALFENAS","MG","05/2019","2339","342797","146.56"
"310160","ALFENAS","MG","06/2019","2254","329658","146.25"
"310160","ALFENAS","MG","08/2019","2198","329613","149.96"
"310160","ALFENAS","MG","09/2019","2132","321855","150.96"
"310160","ALFENAS","MG","10/2019","2132","323525","151.75"
"310160","ALFENAS","MG","11/2019","2095","328155","156.64"
"310160","ALFENAS","MG","01/2020","2082","324813.00","156.01"
"310160","ALFENAS","MG","02/2020","2082","319144","153.29"
"310160","ALFENAS","MG","03/2020","2118","332412","156.95"
"310160","ALFENAS","MG","04/2020","2488","31845","12.80"
"310160","ALFENAS","MG","05/2020","2488","27144","10.91"
"310160","ALFENAS","MG","06/2020","2488","26643","10.71"
"310160","ALFENAS","MG","07/2020","2488","27884","11.21"
"310160","ALFENAS","MG","08/2020","2488","24782","9.96"
"310160","ALFENAS","MG","09/2020","2479","66160","26.69"
"310160","ALFENAS","MG","10/2020","2479","73556","29.67"
"310160","ALFENAS","MG","11/2020","2479","78759","31.77"
"310160","ALFENAS","MG","12/2020","2479","83740","33.78"
"310160","ALFENAS","MG","01/2021","2481","392153","158.06"
"310160","ALFENAS","MG","02/2021","2459","370174","150.54"
"310160","ALFENAS","MG","03/2021","2821","415770","147.38"
"310160","ALFENAS","MG","04/2021","2944","189853","64.49"
"310160","ALFENAS","MG","05/2021","2944","194313","66.00"
"310160","ALFENAS","MG","06/2021","2944","198486","67.42"
"310160","ALFENAS","MG","07/2021","2944","203544","69.14"
"310160","ALFENAS","MG","08/2021","2938","206539","70.30"
"310160","ALFENAS","MG","09/2021","2938","209997","71.48"
"310160","ALFENAS","MG","10/2021","2938","212765","72.42"
"310160","ALFENAS","MG","12/2019","2096","322638","153.93"
"310163","ALFREDO VASCONCELOS","MG","02/2021","396","59628","150.58"
"310163","ALFREDO VASCONCELOS","MG","04/2021","413","26345","63.79"
"310163","ALFREDO VASCONCELOS","MG","05/2021","413","26256","63.57"
