"Código","Unidade Territorial","UF","Referência","Idosos que recebem o Benefício de Prestação Continuada (BPC) por Município pagador"
"313230","ITAIPÉ","MG","04/2019","70"
"313230","ITAIPÉ","MG","05/2019","68"
"313230","ITAIPÉ","MG","06/2019","67"
"313230","ITAIPÉ","MG","07/2019","66"
"313230","ITAIPÉ","MG","08/2019","66"
"313230","ITAIPÉ","MG","09/2019","66"
"313230","ITAIPÉ","MG","10/2019","66"
"313230","ITAIPÉ","MG","11/2019","67"
"313230","ITAIPÉ","MG","12/2019","66"
"313230","ITAIPÉ","MG","01/2020","62"
"313230","ITAIPÉ","MG","02/2020","62"
"313230","ITAIPÉ","MG","04/2020","64"
"313230","ITAIPÉ","MG","05/2020","64"
"313230","ITAIPÉ","MG","06/2020","64"
"313230","ITAIPÉ","MG","07/2020","63"
"313230","ITAIPÉ","MG","08/2020","63"
"313230","ITAIPÉ","MG","09/2020","62"
"313230","ITAIPÉ","MG","10/2020","62"
"313230","ITAIPÉ","MG","11/2020","63"
"313230","ITAIPÉ","MG","12/2020","62"
"313240","ITAJUBÁ","MG","11/2021","1094"
"313240","ITAJUBÁ","MG","12/2019","993"
"313240","ITAJUBÁ","MG","12/2021","1101"
"313240","ITAJUBÁ","MG","10/2021","1079"
"313240","ITAJUBÁ","MG","09/2021","1076"
"313240","ITAJUBÁ","MG","08/2021","1081"
"313240","ITAJUBÁ","MG","07/2021","1067"
"313240","ITAJUBÁ","MG","06/2021","1058"
"313240","ITAJUBÁ","MG","05/2021","1051"
"313240","ITAJUBÁ","MG","04/2021","1053"
"313240","ITAJUBÁ","MG","03/2021","1053"
"313240","ITAJUBÁ","MG","02/2021","1056"
"313240","ITAJUBÁ","MG","01/2021","1053"
"313240","ITAJUBÁ","MG","12/2020","1051"
"313240","ITAJUBÁ","MG","11/2020","1048"
"313240","ITAJUBÁ","MG","10/2020","1052"
"313240","ITAJUBÁ","MG","09/2020","1042"
"313240","ITAJUBÁ","MG","08/2020","1040"
"313240","ITAJUBÁ","MG","07/2020","1039"
"313240","ITAJUBÁ","MG","06/2020","1039"
"313240","ITAJUBÁ","MG","05/2020","1033"
"313240","ITAJUBÁ","MG","04/2020","1021"
"313240","ITAJUBÁ","MG","03/2020","1020"
"313240","ITAJUBÁ","MG","02/2020","1004"
"313240","ITAJUBÁ","MG","01/2020","998"
"313240","ITAJUBÁ","MG","11/2019","994"
"313240","ITAJUBÁ","MG","10/2019","982"
"313240","ITAJUBÁ","MG","09/2019","975"
"313240","ITAJUBÁ","MG","08/2019","974"
"313240","ITAJUBÁ","MG","07/2019","976"
"313240","ITAJUBÁ","MG","06/2019","981"
"313240","ITAJUBÁ","MG","05/2019","912"
"313240","ITAJUBÁ","MG","04/2019","914"
"313240","ITAJUBÁ","MG","03/2019","910"
"313240","ITAJUBÁ","MG","02/2019","906"
"313240","ITAJUBÁ","MG","01/2019","906"
"313240","ITAJUBÁ","MG","12/2018","910"
"313240","ITAJUBÁ","MG","11/2018","904"
"313240","ITAJUBÁ","MG","10/2018","907"
"313240","ITAJUBÁ","MG","09/2018","900"
"313240","ITAJUBÁ","MG","08/2018","896"
"313240","ITAJUBÁ","MG","07/2018","903"
"313240","ITAJUBÁ","MG","06/2018","894"
"313240","ITAJUBÁ","MG","05/2018","899"
"313240","ITAJUBÁ","MG","04/2018","898"
"313240","ITAJUBÁ","MG","03/2018","895"
"313240","ITAJUBÁ","MG","02/2018","891"
"313240","ITAJUBÁ","MG","01/2018","889"
"313250","ITAMARANDIBA","MG","12/2019","308"
"313250","ITAMARANDIBA","MG","06/2021","300"
"313250","ITAMARANDIBA","MG","05/2021","302"
"313250","ITAMARANDIBA","MG","04/2021","300"
"313250","ITAMARANDIBA","MG","03/2021","299"
"313250","ITAMARANDIBA","MG","02/2021","299"
"313250","ITAMARANDIBA","MG","01/2021","300"
"313250","ITAMARANDIBA","MG","12/2020","302"
"313250","ITAMARANDIBA","MG","11/2020","302"
"313250","ITAMARANDIBA","MG","10/2020","303"
"313250","ITAMARANDIBA","MG","09/2021","302"
"313250","ITAMARANDIBA","MG","09/2020","300"
"313250","ITAMARANDIBA","MG","08/2020","300"
"313250","ITAMARANDIBA","MG","07/2020","302"
"313250","ITAMARANDIBA","MG","06/2020","299"
"313250","ITAMARANDIBA","MG","05/2020","297"
"313250","ITAMARANDIBA","MG","04/2020","299"
"313250","ITAMARANDIBA","MG","03/2020","300"
"313250","ITAMARANDIBA","MG","02/2020","303"
"313250","ITAMARANDIBA","MG","01/2020","308"
"313250","ITAMARANDIBA","MG","11/2019","308"
"313250","ITAMARANDIBA","MG","10/2019","308"
"313250","ITAMARANDIBA","MG","09/2019","307"
"313250","ITAMARANDIBA","MG","08/2019","305"
"313250","ITAMARANDIBA","MG","07/2019","308"
"313250","ITAMARANDIBA","MG","06/2019","310"
"313250","ITAMARANDIBA","MG","05/2019","311"
"313250","ITAMARANDIBA","MG","04/2019","312"
"313250","ITAMARANDIBA","MG","03/2019","313"
"313250","ITAMARANDIBA","MG","02/2019","315"
"313250","ITAMARANDIBA","MG","01/2019","316"
"313250","ITAMARANDIBA","MG","12/2018","320"
"313250","ITAMARANDIBA","MG","11/2018","322"
"313250","ITAMARANDIBA","MG","10/2018","322"
"313250","ITAMARANDIBA","MG","09/2018","324"
"313250","ITAMARANDIBA","MG","08/2018","323"
"313250","ITAMARANDIBA","MG","07/2018","321"
"313250","ITAMARANDIBA","MG","06/2018","322"
"313250","ITAMARANDIBA","MG","05/2018","323"
"313250","ITAMARANDIBA","MG","04/2018","323"
"313250","ITAMARANDIBA","MG","03/2018","325"
"313250","ITAMARANDIBA","MG","02/2018","325"
"313250","ITAMARANDIBA","MG","01/2018","326"
"313250","ITAMARANDIBA","MG","10/2021","301"
"313250","ITAMARANDIBA","MG","12/2021","300"
"313250","ITAMARANDIBA","MG","08/2021","300"
"313250","ITAMARANDIBA","MG","11/2021","301"
"313250","ITAMARANDIBA","MG","07/2021","299"
"313260","ITAMARATI DE MINAS","MG","03/2018","38"
"313260","ITAMARATI DE MINAS","MG","10/2018","42"
"313260","ITAMARATI DE MINAS","MG","11/2018","41"
"313260","ITAMARATI DE MINAS","MG","12/2018","40"
"313260","ITAMARATI DE MINAS","MG","01/2019","41"
"313260","ITAMARATI DE MINAS","MG","02/2019","40"
"313260","ITAMARATI DE MINAS","MG","03/2019","39"
"313260","ITAMARATI DE MINAS","MG","04/2019","39"
"313260","ITAMARATI DE MINAS","MG","05/2019","39"
"313260","ITAMARATI DE MINAS","MG","06/2019","39"
"313260","ITAMARATI DE MINAS","MG","07/2019","39"
"313260","ITAMARATI DE MINAS","MG","08/2019","39"
"313260","ITAMARATI DE MINAS","MG","09/2019","39"
"313260","ITAMARATI DE MINAS","MG","11/2019","41"
"313260","ITAMARATI DE MINAS","MG","01/2020","42"
"313260","ITAMARATI DE MINAS","MG","02/2020","42"
"313260","ITAMARATI DE MINAS","MG","03/2020","42"
"313260","ITAMARATI DE MINAS","MG","04/2020","42"
"313260","ITAMARATI DE MINAS","MG","05/2020","43"
"313260","ITAMARATI DE MINAS","MG","06/2020","43"
"313260","ITAMARATI DE MINAS","MG","07/2020","43"
"313260","ITAMARATI DE MINAS","MG","08/2020","42"
"313260","ITAMARATI DE MINAS","MG","09/2020","42"
"313260","ITAMARATI DE MINAS","MG","10/2020","44"
"313260","ITAMARATI DE MINAS","MG","11/2020","45"
"313260","ITAMARATI DE MINAS","MG","12/2020","45"
"313260","ITAMARATI DE MINAS","MG","01/2021","45"
"313260","ITAMARATI DE MINAS","MG","02/2021","45"
"313260","ITAMARATI DE MINAS","MG","03/2021","45"
"313260","ITAMARATI DE MINAS","MG","04/2021","45"
"313260","ITAMARATI DE MINAS","MG","05/2021","46"
"313260","ITAMARATI DE MINAS","MG","06/2021","45"
"313260","ITAMARATI DE MINAS","MG","07/2021","46"
"313260","ITAMARATI DE MINAS","MG","08/2021","47"
"313260","ITAMARATI DE MINAS","MG","09/2021","48"
"313260","ITAMARATI DE MINAS","MG","10/2021","48"
"313260","ITAMARATI DE MINAS","MG","12/2021","47"
"313260","ITAMARATI DE MINAS","MG","12/2019","42"
"313260","ITAMARATI DE MINAS","MG","11/2021","47"
"313260","ITAMARATI DE MINAS","MG","10/2019","39"
"313260","ITAMARATI DE MINAS","MG","01/2018","37"
"313260","ITAMARATI DE MINAS","MG","02/2018","38"
"313260","ITAMARATI DE MINAS","MG","09/2018","42"
"313260","ITAMARATI DE MINAS","MG","04/2018","39"
"313260","ITAMARATI DE MINAS","MG","05/2018","43"
"313260","ITAMARATI DE MINAS","MG","06/2018","43"
"313260","ITAMARATI DE MINAS","MG","07/2018","43"
"313260","ITAMARATI DE MINAS","MG","08/2018","42"
"313270","ITAMBACURI","MG","10/2019","382"
"313270","ITAMBACURI","MG","11/2021","422"
"313270","ITAMBACURI","MG","10/2021","422"
"313270","ITAMBACURI","MG","09/2021","424"
"313270","ITAMBACURI","MG","08/2021","419"
"313270","ITAMBACURI","MG","07/2021","411"
"313270","ITAMBACURI","MG","06/2021","416"
"313270","ITAMBACURI","MG","05/2021","418"
"313270","ITAMBACURI","MG","04/2021","416"
"313270","ITAMBACURI","MG","03/2021","419"
"313270","ITAMBACURI","MG","02/2021","416"
"313270","ITAMBACURI","MG","01/2021","418"
"313270","ITAMBACURI","MG","12/2020","418"
"313270","ITAMBACURI","MG","11/2020","418"
"313270","ITAMBACURI","MG","10/2020","415"
"313270","ITAMBACURI","MG","09/2020","416"
"313270","ITAMBACURI","MG","08/2020","413"
"313270","ITAMBACURI","MG","07/2020","412"
"313270","ITAMBACURI","MG","06/2020","410"
"313270","ITAMBACURI","MG","05/2020","413"
"313270","ITAMBACURI","MG","04/2020","408"
"313270","ITAMBACURI","MG","03/2020","411"
"313270","ITAMBACURI","MG","02/2020","401"
"313270","ITAMBACURI","MG","01/2020","393"
"313270","ITAMBACURI","MG","11/2019","387"
"313270","ITAMBACURI","MG","09/2019","385"
"313270","ITAMBACURI","MG","08/2019","388"
"313270","ITAMBACURI","MG","07/2019","389"
"313270","ITAMBACURI","MG","06/2019","394"
"313270","ITAMBACURI","MG","05/2019","395"
"313270","ITAMBACURI","MG","04/2019","395"
"313270","ITAMBACURI","MG","03/2019","394"
"313270","ITAMBACURI","MG","02/2019","393"
"313270","ITAMBACURI","MG","01/2019","395"
"313270","ITAMBACURI","MG","12/2018","391"
"313270","ITAMBACURI","MG","11/2018","392"
"313270","ITAMBACURI","MG","10/2018","398"
"313270","ITAMBACURI","MG","09/2018","396"
"313270","ITAMBACURI","MG","08/2018","393"
"313270","ITAMBACURI","MG","07/2018","398"
"313270","ITAMBACURI","MG","06/2018","401"
"313270","ITAMBACURI","MG","05/2018","399"
"313270","ITAMBACURI","MG","04/2018","400"
"313270","ITAMBACURI","MG","03/2018","398"
"313270","ITAMBACURI","MG","02/2018","395"
"313270","ITAMBACURI","MG","01/2018","395"
"313270","ITAMBACURI","MG","12/2021","421"
"313270","ITAMBACURI","MG","12/2019","387"
"313280","ITAMBÉ DO MATO DENTRO","MG","04/2019","10"
"313280","ITAMBÉ DO MATO DENTRO","MG","05/2019","10"
"313280","ITAMBÉ DO MATO DENTRO","MG","06/2019","10"
"313280","ITAMBÉ DO MATO DENTRO","MG","07/2019","9"
"313280","ITAMBÉ DO MATO DENTRO","MG","08/2019","9"
"313280","ITAMBÉ DO MATO DENTRO","MG","09/2019","9"
"313280","ITAMBÉ DO MATO DENTRO","MG","10/2019","9"
"313280","ITAMBÉ DO MATO DENTRO","MG","11/2019","9"
"313280","ITAMBÉ DO MATO DENTRO","MG","01/2020","9"
"313280","ITAMBÉ DO MATO DENTRO","MG","02/2020","8"
"313280","ITAMBÉ DO MATO DENTRO","MG","03/2020","8"
"313280","ITAMBÉ DO MATO DENTRO","MG","04/2020","8"
"313280","ITAMBÉ DO MATO DENTRO","MG","05/2020","8"
"313280","ITAMBÉ DO MATO DENTRO","MG","06/2020","8"
"313280","ITAMBÉ DO MATO DENTRO","MG","07/2020","8"
"313280","ITAMBÉ DO MATO DENTRO","MG","08/2020","8"
"313280","ITAMBÉ DO MATO DENTRO","MG","09/2020","8"
"313280","ITAMBÉ DO MATO DENTRO","MG","01/2018","9"
"313280","ITAMBÉ DO MATO DENTRO","MG","02/2018","9"
"313280","ITAMBÉ DO MATO DENTRO","MG","03/2018","9"
"313280","ITAMBÉ DO MATO DENTRO","MG","04/2018","9"
"313280","ITAMBÉ DO MATO DENTRO","MG","05/2018","9"
"313280","ITAMBÉ DO MATO DENTRO","MG","06/2018","9"
"313280","ITAMBÉ DO MATO DENTRO","MG","07/2018","8"
"313280","ITAMBÉ DO MATO DENTRO","MG","08/2018","9"
"313280","ITAMBÉ DO MATO DENTRO","MG","09/2018","10"
"313280","ITAMBÉ DO MATO DENTRO","MG","10/2018","10"
"313280","ITAMBÉ DO MATO DENTRO","MG","11/2018","10"
"313280","ITAMBÉ DO MATO DENTRO","MG","12/2018","10"
"313280","ITAMBÉ DO MATO DENTRO","MG","10/2020","8"
"313280","ITAMBÉ DO MATO DENTRO","MG","01/2019","10"
"313280","ITAMBÉ DO MATO DENTRO","MG","02/2019","10"
"313280","ITAMBÉ DO MATO DENTRO","MG","11/2020","8"
"313280","ITAMBÉ DO MATO DENTRO","MG","12/2020","8"
"313280","ITAMBÉ DO MATO DENTRO","MG","01/2021","8"
"313280","ITAMBÉ DO MATO DENTRO","MG","02/2021","7"
"313280","ITAMBÉ DO MATO DENTRO","MG","03/2021","7"
"313280","ITAMBÉ DO MATO DENTRO","MG","04/2021","7"
"313280","ITAMBÉ DO MATO DENTRO","MG","05/2021","8"
"313280","ITAMBÉ DO MATO DENTRO","MG","12/2019","9"
"313280","ITAMBÉ DO MATO DENTRO","MG","06/2021","8"
"313280","ITAMBÉ DO MATO DENTRO","MG","07/2021","8"
"313280","ITAMBÉ DO MATO DENTRO","MG","08/2021","8"
"313280","ITAMBÉ DO MATO DENTRO","MG","09/2021","8"
"313280","ITAMBÉ DO MATO DENTRO","MG","10/2021","7"
"313280","ITAMBÉ DO MATO DENTRO","MG","11/2021","7"
"313280","ITAMBÉ DO MATO DENTRO","MG","12/2021","7"
"313280","ITAMBÉ DO MATO DENTRO","MG","03/2019","10"
"313290","ITAMOGI","MG","07/2021","41"
"313290","ITAMOGI","MG","05/2018","43"
"313290","ITAMOGI","MG","06/2018","43"
"313290","ITAMOGI","MG","07/2018","44"
"313290","ITAMOGI","MG","08/2018","44"
"313290","ITAMOGI","MG","09/2018","44"
"313290","ITAMOGI","MG","10/2018","44"
"313290","ITAMOGI","MG","11/2018","43"
"313290","ITAMOGI","MG","12/2018","43"
"313290","ITAMOGI","MG","01/2019","41"
"313290","ITAMOGI","MG","02/2019","42"
"313290","ITAMOGI","MG","03/2019","42"
"313290","ITAMOGI","MG","04/2019","43"
"313290","ITAMOGI","MG","05/2019","43"
"313290","ITAMOGI","MG","06/2019","43"
"313290","ITAMOGI","MG","07/2019","43"
"313290","ITAMOGI","MG","08/2019","43"
"313290","ITAMOGI","MG","09/2019","43"
"313290","ITAMOGI","MG","03/2018","44"
"313290","ITAMOGI","MG","02/2018","43"
"313290","ITAMOGI","MG","10/2019","43"
"313290","ITAMOGI","MG","11/2019","44"
"313290","ITAMOGI","MG","01/2020","43"
"313290","ITAMOGI","MG","02/2020","43"
"313290","ITAMOGI","MG","03/2020","43"
"313290","ITAMOGI","MG","04/2020","44"
"313290","ITAMOGI","MG","05/2020","43"
"313290","ITAMOGI","MG","06/2020","44"
"313290","ITAMOGI","MG","12/2019","43"
"313290","ITAMOGI","MG","07/2020","44"
"313290","ITAMOGI","MG","08/2020","44"
"313290","ITAMOGI","MG","09/2020","42"
"313290","ITAMOGI","MG","10/2020","42"
"313290","ITAMOGI","MG","11/2020","42"
"313290","ITAMOGI","MG","12/2020","42"
"313290","ITAMOGI","MG","01/2021","41"
"313290","ITAMOGI","MG","02/2021","41"
"313290","ITAMOGI","MG","03/2021","41"
"313290","ITAMOGI","MG","04/2021","40"
"313290","ITAMOGI","MG","05/2021","41"
"313290","ITAMOGI","MG","04/2018","44"
"313290","ITAMOGI","MG","06/2021","42"
"313290","ITAMOGI","MG","08/2021","42"
"313290","ITAMOGI","MG","09/2021","42"
"313290","ITAMOGI","MG","10/2021","42"
"313290","ITAMOGI","MG","11/2021","42"
"313290","ITAMOGI","MG","01/2018","43"
"313290","ITAMOGI","MG","12/2021","44"
"313300","ITAMONTE","MG","03/2018","183"
"313300","ITAMONTE","MG","04/2018","183"
"313300","ITAMONTE","MG","05/2018","183"
"313300","ITAMONTE","MG","06/2018","184"
"313300","ITAMONTE","MG","07/2018","184"
"313300","ITAMONTE","MG","08/2018","181"
"313300","ITAMONTE","MG","09/2018","180"
"313300","ITAMONTE","MG","10/2018","171"
"313300","ITAMONTE","MG","11/2018","173"
"313300","ITAMONTE","MG","12/2018","171"
"313300","ITAMONTE","MG","01/2019","173"
"313300","ITAMONTE","MG","02/2019","172"
"313300","ITAMONTE","MG","03/2019","171"
"313300","ITAMONTE","MG","04/2019","173"
"313300","ITAMONTE","MG","05/2019","172"
"313300","ITAMONTE","MG","06/2019","171"
"313300","ITAMONTE","MG","07/2019","169"
"313300","ITAMONTE","MG","08/2019","168"
"313300","ITAMONTE","MG","09/2019","166"
"313300","ITAMONTE","MG","10/2019","165"
"313300","ITAMONTE","MG","11/2019","167"
"313300","ITAMONTE","MG","01/2020","164"
"313300","ITAMONTE","MG","02/2020","165"
"313300","ITAMONTE","MG","03/2020","166"
"313300","ITAMONTE","MG","04/2020","168"
"313300","ITAMONTE","MG","05/2020","169"
"313300","ITAMONTE","MG","06/2020","170"
"313300","ITAMONTE","MG","07/2020","167"
"313300","ITAMONTE","MG","08/2020","166"
"313300","ITAMONTE","MG","09/2020","163"
"313300","ITAMONTE","MG","10/2020","166"
"313300","ITAMONTE","MG","11/2020","165"
"313300","ITAMONTE","MG","12/2020","166"
"313300","ITAMONTE","MG","01/2021","163"
"313300","ITAMONTE","MG","02/2021","163"
"313300","ITAMONTE","MG","03/2021","164"
"313300","ITAMONTE","MG","04/2021","163"
"313300","ITAMONTE","MG","05/2021","165"
"313300","ITAMONTE","MG","06/2021","161"
"313300","ITAMONTE","MG","07/2021","162"
"313300","ITAMONTE","MG","08/2021","164"
"313300","ITAMONTE","MG","09/2021","164"
"313300","ITAMONTE","MG","10/2021","163"
"313300","ITAMONTE","MG","12/2021","162"
"313300","ITAMONTE","MG","02/2018","185"
"313300","ITAMONTE","MG","01/2018","187"
"313300","ITAMONTE","MG","11/2021","162"
"313300","ITAMONTE","MG","12/2019","164"
"313310","ITANHANDU","MG","11/2021","135"
"313310","ITANHANDU","MG","09/2021","136"
"313310","ITANHANDU","MG","12/2019","125"
"313310","ITANHANDU","MG","08/2021","136"
"313310","ITANHANDU","MG","07/2021","136"
"313310","ITANHANDU","MG","06/2021","137"
"313310","ITANHANDU","MG","05/2021","137"
"313310","ITANHANDU","MG","04/2021","138"
"313310","ITANHANDU","MG","03/2021","138"
"313310","ITANHANDU","MG","02/2021","140"
"313310","ITANHANDU","MG","01/2021","141"
"313310","ITANHANDU","MG","12/2020","139"
"313310","ITANHANDU","MG","11/2020","140"
"313310","ITANHANDU","MG","10/2020","140"
"313310","ITANHANDU","MG","08/2020","138"
"313310","ITANHANDU","MG","07/2020","138"
"313310","ITANHANDU","MG","06/2020","136"
"313310","ITANHANDU","MG","05/2020","133"
"313310","ITANHANDU","MG","04/2020","132"
"313310","ITANHANDU","MG","03/2020","129"
"313310","ITANHANDU","MG","02/2020","126"
"313310","ITANHANDU","MG","12/2021","134"
"313310","ITANHANDU","MG","01/2020","127"
"313310","ITANHANDU","MG","11/2019","120"
"313310","ITANHANDU","MG","10/2019","116"
"313310","ITANHANDU","MG","09/2019","117"
"313310","ITANHANDU","MG","08/2019","118"
"313310","ITANHANDU","MG","07/2019","116"
"313310","ITANHANDU","MG","06/2019","118"
"313310","ITANHANDU","MG","05/2019","120"
"313310","ITANHANDU","MG","04/2019","117"
"313310","ITANHANDU","MG","03/2019","117"
"313310","ITANHANDU","MG","02/2019","118"
"313310","ITANHANDU","MG","01/2019","117"
"313310","ITANHANDU","MG","12/2018","117"
"313310","ITANHANDU","MG","11/2018","119"
"313310","ITANHANDU","MG","10/2018","120"
"313310","ITANHANDU","MG","09/2018","113"
"313310","ITANHANDU","MG","08/2018","112"
"313310","ITANHANDU","MG","01/2018","108"
"313310","ITANHANDU","MG","09/2020","140"
"313310","ITANHANDU","MG","10/2021","134"
"313310","ITANHANDU","MG","07/2018","112"
"313310","ITANHANDU","MG","06/2018","111"
"313310","ITANHANDU","MG","05/2018","110"
"313310","ITANHANDU","MG","04/2018","109"
"313310","ITANHANDU","MG","03/2018","106"
"313310","ITANHANDU","MG","02/2018","108"
"313320","ITANHOMI","MG","12/2021","104"
"313320","ITANHOMI","MG","02/2018","83"
"313320","ITANHOMI","MG","12/2019","91"
"313320","ITANHOMI","MG","03/2018","83"
"313320","ITANHOMI","MG","04/2018","85"
"313320","ITANHOMI","MG","05/2018","85"
"313320","ITANHOMI","MG","06/2018","88"
"313320","ITANHOMI","MG","07/2018","89"
"313320","ITANHOMI","MG","08/2018","87"
"313320","ITANHOMI","MG","09/2018","87"
"313320","ITANHOMI","MG","10/2018","89"
"313320","ITANHOMI","MG","11/2018","89"
"313320","ITANHOMI","MG","12/2018","89"
"313320","ITANHOMI","MG","01/2019","92"
"313320","ITANHOMI","MG","02/2019","92"
"313320","ITANHOMI","MG","03/2019","91"
"313320","ITANHOMI","MG","04/2019","90"
"313320","ITANHOMI","MG","05/2019","89"
"313320","ITANHOMI","MG","06/2019","88"
"313320","ITANHOMI","MG","07/2019","88"
"313320","ITANHOMI","MG","08/2019","87"
"313320","ITANHOMI","MG","09/2019","88"
"313320","ITANHOMI","MG","10/2019","86"
"313320","ITANHOMI","MG","11/2019","86"
"313320","ITANHOMI","MG","01/2020","92"
"313320","ITANHOMI","MG","02/2020","92"
"313320","ITANHOMI","MG","03/2020","94"
"313320","ITANHOMI","MG","04/2020","96"
"313320","ITANHOMI","MG","05/2020","97"
"313320","ITANHOMI","MG","06/2020","99"
"313320","ITANHOMI","MG","07/2020","98"
"313320","ITANHOMI","MG","08/2020","97"
"313320","ITANHOMI","MG","09/2020","100"
"313320","ITANHOMI","MG","10/2020","99"
"313320","ITANHOMI","MG","11/2020","101"
"313320","ITANHOMI","MG","12/2020","103"
"313320","ITANHOMI","MG","01/2021","101"
"313320","ITANHOMI","MG","02/2021","102"
"313320","ITANHOMI","MG","03/2021","102"
"313320","ITANHOMI","MG","04/2021","101"
"313320","ITANHOMI","MG","05/2021","102"
"313320","ITANHOMI","MG","06/2021","101"
"313320","ITANHOMI","MG","07/2021","99"
"313320","ITANHOMI","MG","08/2021","101"
"313320","ITANHOMI","MG","09/2021","103"
"313320","ITANHOMI","MG","10/2021","104"
"313320","ITANHOMI","MG","11/2021","105"
"313320","ITANHOMI","MG","01/2018","83"
"313330","ITAOBIM","MG","02/2020","530"
"313330","ITAOBIM","MG","01/2018","546"
"313330","ITAOBIM","MG","02/2018","544"
"313330","ITAOBIM","MG","03/2018","544"
"313330","ITAOBIM","MG","04/2018","538"
"313330","ITAOBIM","MG","05/2018","531"
"313330","ITAOBIM","MG","06/2018","529"
"313330","ITAOBIM","MG","07/2018","527"
"313330","ITAOBIM","MG","08/2018","525"
"313330","ITAOBIM","MG","09/2018","525"
"313330","ITAOBIM","MG","10/2018","526"
"313330","ITAOBIM","MG","11/2018","524"
"313330","ITAOBIM","MG","12/2018","523"
"313330","ITAOBIM","MG","01/2019","520"
"313330","ITAOBIM","MG","02/2019","517"
"313330","ITAOBIM","MG","03/2019","519"
"313330","ITAOBIM","MG","04/2019","518"
"313330","ITAOBIM","MG","05/2019","516"
"313330","ITAOBIM","MG","06/2019","514"
"313330","ITAOBIM","MG","07/2019","512"
"313330","ITAOBIM","MG","08/2019","513"
"313330","ITAOBIM","MG","09/2019","509"
"313330","ITAOBIM","MG","10/2019","516"
