"Código","Unidade Territorial","UF","Referência","Famílias Beneficiárias do Auxílio Brasil","Valores Repassados do Auxílio Brasil + Benefício Extraordinário","Benefício Médio do Auxílio Brasil + Benefício Extraordinário"
"316290","SÃO JOÃO NEPOMUCENO","MG","06/2022","1442","587035","407.10"
"316290","SÃO JOÃO NEPOMUCENO","MG","07/2022","1427","579009.00","406.61"
"316290","SÃO JOÃO NEPOMUCENO","MG","08/2022","1739","1051687","605.81"
"316290","SÃO JOÃO NEPOMUCENO","MG","09/2022","1767","1070296.00","605.71"
"316292","SÃO JOAQUIM DE BICAS","MG","11/2021","2305","534485.00","231.88"
"316292","SÃO JOAQUIM DE BICAS","MG","12/2021","2316","948308.00","409.46"
"316292","SÃO JOAQUIM DE BICAS","MG","01/2022","3191","1300918","407.68"
"316292","SÃO JOAQUIM DE BICAS","MG","02/2022","3286","1346155.00","410.04"
"316292","SÃO JOAQUIM DE BICAS","MG","03/2022","3153","1294044","410.55"
"316292","SÃO JOAQUIM DE BICAS","MG","04/2022","3142","1290644.00","410.90"
"316292","SÃO JOAQUIM DE BICAS","MG","05/2022","3144","1295003","412.03"
"316292","SÃO JOAQUIM DE BICAS","MG","06/2022","3126","1284404","411.01"
"316292","SÃO JOAQUIM DE BICAS","MG","07/2022","3138","1283205.00","410.36"
"316292","SÃO JOAQUIM DE BICAS","MG","08/2022","3756","2279122","608.90"
"316292","SÃO JOAQUIM DE BICAS","MG","09/2022","3852","2343366.00","608.82"
"316294","SÃO JOSÉ DA BARRA","MG","11/2021","245","50873.00","207.64"
"316294","SÃO JOSÉ DA BARRA","MG","12/2021","244","98766.00","404.78"
"316294","SÃO JOSÉ DA BARRA","MG","01/2022","310","125328","404.28"
"316294","SÃO JOSÉ DA BARRA","MG","02/2022","318","127855.00","405.89"
"316294","SÃO JOSÉ DA BARRA","MG","03/2022","315","127947","406.18"
"316294","SÃO JOSÉ DA BARRA","MG","04/2022","322","130802.00","406.22"
"316294","SÃO JOSÉ DA BARRA","MG","05/2022","336","135749","406.43"
"316294","SÃO JOSÉ DA BARRA","MG","06/2022","339","136745","405.77"
"316294","SÃO JOSÉ DA BARRA","MG","07/2022","339","136493.00","406.23"
"316294","SÃO JOSÉ DA BARRA","MG","08/2022","354","212599","605.70"
"316294","SÃO JOSÉ DA BARRA","MG","09/2022","377","227011.00","605.36"
"316295","SÃO JOSÉ DA LAPA","MG","11/2021","1436","408230.00","284.28"
"316295","SÃO JOSÉ DA LAPA","MG","12/2021","1434","594683.00","414.70"
"316295","SÃO JOSÉ DA LAPA","MG","01/2022","1929","795576","412.43"
"316295","SÃO JOSÉ DA LAPA","MG","02/2022","2035","849136.00","417.27"
"316295","SÃO JOSÉ DA LAPA","MG","03/2022","1979","826551","417.66"
"316295","SÃO JOSÉ DA LAPA","MG","04/2022","1970","822771.00","417.65"
"316295","SÃO JOSÉ DA LAPA","MG","05/2022","1943","813084","418.47"
"316295","SÃO JOSÉ DA LAPA","MG","06/2022","1920","801225","417.30"
"316295","SÃO JOSÉ DA LAPA","MG","07/2022","1910","794367.00","416.77"
"316295","SÃO JOSÉ DA LAPA","MG","08/2022","2106","1293262","615.55"
"316295","SÃO JOSÉ DA LAPA","MG","09/2022","2125","1305811.00","614.79"
"316300","SÃO JOSÉ DA SAFIRA","MG","11/2021","497","141573.00","284.86"
"316300","SÃO JOSÉ DA SAFIRA","MG","12/2021","495","206528.00","417.23"
"316300","SÃO JOSÉ DA SAFIRA","MG","01/2022","582","241103","414.27"
"316300","SÃO JOSÉ DA SAFIRA","MG","02/2022","599","250758.00","418.63"
"316300","SÃO JOSÉ DA SAFIRA","MG","03/2022","598","250337","418.62"
"316300","SÃO JOSÉ DA SAFIRA","MG","04/2022","602","251589.00","418.62"
"316300","SÃO JOSÉ DA SAFIRA","MG","05/2022","608","253515","417.65"
"316300","SÃO JOSÉ DA SAFIRA","MG","06/2022","624","259519","416.56"
"316300","SÃO JOSÉ DA SAFIRA","MG","07/2022","624","259175.00","416.01"
"316300","SÃO JOSÉ DA SAFIRA","MG","08/2022","672","412501","614.76"
"316300","SÃO JOSÉ DA SAFIRA","MG","09/2022","690","422810.00","613.66"
"316310","SÃO JOSÉ DA VARGINHA","MG","11/2021","193","37180.00","192.64"
"316310","SÃO JOSÉ DA VARGINHA","MG","12/2021","193","77902.00","403.64"
"316310","SÃO JOSÉ DA VARGINHA","MG","01/2022","246","99075","402.74"
"316310","SÃO JOSÉ DA VARGINHA","MG","02/2022","263","106109.00","403.46"
"316310","SÃO JOSÉ DA VARGINHA","MG","03/2022","257","103829","404.00"
"316310","SÃO JOSÉ DA VARGINHA","MG","04/2022","264","106629.00","403.90"
"316310","SÃO JOSÉ DA VARGINHA","MG","05/2022","262","105895","404.18"
"316310","SÃO JOSÉ DA VARGINHA","MG","06/2022","274","110502","403.29"
"316310","SÃO JOSÉ DA VARGINHA","MG","07/2022","274","110049.00","403.11"
"316310","SÃO JOSÉ DA VARGINHA","MG","08/2022","292","175734","603.90"
"316310","SÃO JOSÉ DA VARGINHA","MG","09/2022","291","175614.00","603.48"
"316320","SÃO JOSÉ DO ALEGRE","MG","11/2021","266","64554.00","242.68"
"316320","SÃO JOSÉ DO ALEGRE","MG","12/2021","264","108827.00","412.22"
"316320","SÃO JOSÉ DO ALEGRE","MG","01/2022","269","109662","407.67"
"316320","SÃO JOSÉ DO ALEGRE","MG","02/2022","270","110197.00","408.14"
"316320","SÃO JOSÉ DO ALEGRE","MG","03/2022","261","107081","410.27"
"316320","SÃO JOSÉ DO ALEGRE","MG","04/2022","275","114341.00","415.79"
"316320","SÃO JOSÉ DO ALEGRE","MG","05/2022","265","108378","408.97"
"316320","SÃO JOSÉ DO ALEGRE","MG","06/2022","262","106891","407.98"
"316320","SÃO JOSÉ DO ALEGRE","MG","07/2022","255","102820.00","406.40"
"316320","SÃO JOSÉ DO ALEGRE","MG","08/2022","256","154371","607.76"
"316320","SÃO JOSÉ DO ALEGRE","MG","09/2022","244","147702.00","605.34"
"316330","SÃO JOSÉ DO DIVINO","MG","11/2021","553","134046.00","242.40"
"316330","SÃO JOSÉ DO DIVINO","MG","12/2021","553","225772.00","408.27"
"316330","SÃO JOSÉ DO DIVINO","MG","01/2022","662","269314","406.82"
"316330","SÃO JOSÉ DO DIVINO","MG","02/2022","665","272579.00","409.89"
"316330","SÃO JOSÉ DO DIVINO","MG","03/2022","648","265947","410.41"
"316330","SÃO JOSÉ DO DIVINO","MG","04/2022","641","263218.00","410.64"
"316330","SÃO JOSÉ DO DIVINO","MG","05/2022","638","261769","410.30"
"316330","SÃO JOSÉ DO DIVINO","MG","06/2022","642","262952","409.58"
"316330","SÃO JOSÉ DO DIVINO","MG","07/2022","636","259703.00","409.63"
"316330","SÃO JOSÉ DO DIVINO","MG","08/2022","624","378654","608.77"
"316330","SÃO JOSÉ DO DIVINO","MG","09/2022","664","402665.00","608.26"
"316340","SÃO JOSÉ DO GOIABAL","MG","11/2021","465","92041.00","197.94"
"316340","SÃO JOSÉ DO GOIABAL","MG","12/2021","465","187443.00","403.10"
"316340","SÃO JOSÉ DO GOIABAL","MG","01/2022","524","211471","403.57"
"316340","SÃO JOSÉ DO GOIABAL","MG","02/2022","533","215858.00","404.99"
"316340","SÃO JOSÉ DO GOIABAL","MG","03/2022","538","218017","405.24"
"316340","SÃO JOSÉ DO GOIABAL","MG","04/2022","541","219217.00","405.21"
"316340","SÃO JOSÉ DO GOIABAL","MG","05/2022","540","218885","405.34"
"316340","SÃO JOSÉ DO GOIABAL","MG","06/2022","555","224987","405.38"
"316340","SÃO JOSÉ DO GOIABAL","MG","07/2022","554","224209.00","405.44"
"316340","SÃO JOSÉ DO GOIABAL","MG","08/2022","611","368724","604.47"
"316340","SÃO JOSÉ DO GOIABAL","MG","09/2022","637","384786.00","604.06"
"316350","SÃO JOSÉ DO JACURI","MG","11/2021","806","169704.00","210.55"
"316350","SÃO JOSÉ DO JACURI","MG","12/2021","803","326209.00","406.24"
"316350","SÃO JOSÉ DO JACURI","MG","01/2022","926","375567","405.58"
"316350","SÃO JOSÉ DO JACURI","MG","02/2022","936","381332.00","407.41"
"316350","SÃO JOSÉ DO JACURI","MG","03/2022","929","378595","407.53"
"316350","SÃO JOSÉ DO JACURI","MG","04/2022","941","383478.00","407.52"
"316350","SÃO JOSÉ DO JACURI","MG","05/2022","934","380577","407.47"
"316350","SÃO JOSÉ DO JACURI","MG","06/2022","952","387496","407.03"
"316350","SÃO JOSÉ DO JACURI","MG","07/2022","945","383432.00","407.04"
"316350","SÃO JOSÉ DO JACURI","MG","08/2022","975","589779","606.77"
"316350","SÃO JOSÉ DO JACURI","MG","09/2022","995","603207.00","606.24"
"316360","SÃO JOSÉ DO MANTIMENTO","MG","11/2021","354","63641.00","179.78"
"316360","SÃO JOSÉ DO MANTIMENTO","MG","12/2021","358","144182.00","402.74"
"316360","SÃO JOSÉ DO MANTIMENTO","MG","01/2022","469","188725","402.40"
"316360","SÃO JOSÉ DO MANTIMENTO","MG","02/2022","476","192226.00","403.84"
"316360","SÃO JOSÉ DO MANTIMENTO","MG","03/2022","471","190142","403.70"
"316360","SÃO JOSÉ DO MANTIMENTO","MG","04/2022","463","186841.00","403.54"
"316360","SÃO JOSÉ DO MANTIMENTO","MG","05/2022","460","185674","403.64"
"316360","SÃO JOSÉ DO MANTIMENTO","MG","06/2022","457","184471","403.66"
"316360","SÃO JOSÉ DO MANTIMENTO","MG","07/2022","458","184276.00","403.23"
"316360","SÃO JOSÉ DO MANTIMENTO","MG","08/2022","485","291966","603.24"
"316360","SÃO JOSÉ DO MANTIMENTO","MG","09/2022","480","289663.00","603.46"
"316370","SÃO LOURENÇO","MG","11/2021","1741","374700.00","215.22"
"316370","SÃO LOURENÇO","MG","12/2021","1742","709213.00","407.13"
"316370","SÃO LOURENÇO","MG","01/2022","2653","1074443","404.99"
"316370","SÃO LOURENÇO","MG","02/2022","2805","1140673.00","406.66"
"316370","SÃO LOURENÇO","MG","03/2022","2756","1121484","406.92"
"316370","SÃO LOURENÇO","MG","04/2022","2763","1127365.00","408.02"
"316370","SÃO LOURENÇO","MG","05/2022","2753","1123868","408.23"
"316370","SÃO LOURENÇO","MG","06/2022","2732","1113741","407.67"
"316370","SÃO LOURENÇO","MG","07/2022","2737","1103823.00","405.97"
"316370","SÃO LOURENÇO","MG","08/2022","3140","1889742","605.30"
"316370","SÃO LOURENÇO","MG","09/2022","3209","1939971.00","605.11"
"316380","SÃO MIGUEL DO ANTA","MG","11/2021","855","178070.00","208.27"
"316380","SÃO MIGUEL DO ANTA","MG","12/2021","854","343749.00","402.52"
"316380","SÃO MIGUEL DO ANTA","MG","01/2022","1002","402928","402.12"
"316380","SÃO MIGUEL DO ANTA","MG","02/2022","1021","411710.00","403.24"
"316380","SÃO MIGUEL DO ANTA","MG","03/2022","1020","411095","403.03"
"316380","SÃO MIGUEL DO ANTA","MG","04/2022","1016","409424.00","402.98"
"316380","SÃO MIGUEL DO ANTA","MG","05/2022","1010","406898","402.87"
"316380","SÃO MIGUEL DO ANTA","MG","06/2022","1013","408802","403.56"
"316380","SÃO MIGUEL DO ANTA","MG","07/2022","1012","405536.00","403.12"
"316380","SÃO MIGUEL DO ANTA","MG","08/2022","1107","663536","602.67"
"316380","SÃO MIGUEL DO ANTA","MG","09/2022","1090","656693.00","602.47"
"316390","SÃO PEDRO DA UNIÃO","MG","11/2021","279","42417.00","152.03"
"316390","SÃO PEDRO DA UNIÃO","MG","12/2021","281","112400.00","400.00"
"316390","SÃO PEDRO DA UNIÃO","MG","01/2022","312","124800","400.00"
"316390","SÃO PEDRO DA UNIÃO","MG","02/2022","315","125675.00","400.24"
"316390","SÃO PEDRO DA UNIÃO","MG","03/2022","319","127675","400.24"
"316390","SÃO PEDRO DA UNIÃO","MG","04/2022","327","130875.00","400.23"
"316390","SÃO PEDRO DA UNIÃO","MG","05/2022","333","133275","400.23"
"316390","SÃO PEDRO DA UNIÃO","MG","06/2022","337","134875","400.22"
"316390","SÃO PEDRO DA UNIÃO","MG","07/2022","337","134875.00","400.22"
"316390","SÃO PEDRO DA UNIÃO","MG","08/2022","343","205875","600.22"
"316390","SÃO PEDRO DA UNIÃO","MG","09/2022","353","211875.00","600.21"
"316400","SÃO PEDRO DOS FERROS","MG","11/2021","364","78477.00","215.60"
"316400","SÃO PEDRO DOS FERROS","MG","12/2021","377","152361.00","404.14"
"316400","SÃO PEDRO DOS FERROS","MG","01/2022","420","169558","403.71"
"316400","SÃO PEDRO DOS FERROS","MG","02/2022","423","171633.00","405.75"
"316400","SÃO PEDRO DOS FERROS","MG","03/2022","398","162091","407.26"
"316400","SÃO PEDRO DOS FERROS","MG","04/2022","402","163460.00","406.62"
"316400","SÃO PEDRO DOS FERROS","MG","05/2022","413","168049","406.90"
"316400","SÃO PEDRO DOS FERROS","MG","06/2022","413","167415","405.36"
"316400","SÃO PEDRO DOS FERROS","MG","07/2022","414","166812.00","404.88"
"316400","SÃO PEDRO DOS FERROS","MG","08/2022","423","254593","604.73"
"316400","SÃO PEDRO DOS FERROS","MG","09/2022","419","253473.00","604.95"
"316410","SÃO PEDRO DO SUAÇUÍ","MG","11/2021","673","165696.00","246.21"
"316410","SÃO PEDRO DO SUAÇUÍ","MG","12/2021","671","273180.00","407.12"
"316410","SÃO PEDRO DO SUAÇUÍ","MG","01/2022","832","337778","405.98"
"316410","SÃO PEDRO DO SUAÇUÍ","MG","02/2022","846","345865.00","408.82"
"316410","SÃO PEDRO DO SUAÇUÍ","MG","03/2022","834","340760","408.59"
"316410","SÃO PEDRO DO SUAÇUÍ","MG","04/2022","833","340803.00","409.13"
"316410","SÃO PEDRO DO SUAÇUÍ","MG","05/2022","832","341198","410.09"
"316410","SÃO PEDRO DO SUAÇUÍ","MG","06/2022","825","337715","409.35"
"316410","SÃO PEDRO DO SUAÇUÍ","MG","07/2022","828","337804.00","408.96"
"316410","SÃO PEDRO DO SUAÇUÍ","MG","08/2022","947","574660","608.11"
"316410","SÃO PEDRO DO SUAÇUÍ","MG","09/2022","967","587695.00","607.75"
"316420","SÃO ROMÃO","MG","11/2021","1306","372401.00","285.15"
"316420","SÃO ROMÃO","MG","12/2021","1305","549454.00","421.04"
"316420","SÃO ROMÃO","MG","01/2022","1479","619098","418.59"
"316420","SÃO ROMÃO","MG","02/2022","1499","555415.00","422.37"
"316420","SÃO ROMÃO","MG","03/2022","1460","620244","424.82"
"316420","SÃO ROMÃO","MG","04/2022","1465","622428.00","424.87"
"316420","SÃO ROMÃO","MG","05/2022","1482","609202","423.65"
"316420","SÃO ROMÃO","MG","06/2022","1494","615793","423.23"
"316420","SÃO ROMÃO","MG","07/2022","1487","611429.00","422.84"
"316420","SÃO ROMÃO","MG","08/2022","1515","921418","622.16"
"316420","SÃO ROMÃO","MG","09/2022","1518","934669.00","621.87"
"316430","SÃO ROQUE DE MINAS","MG","11/2021","265","53832.00","203.14"
"316430","SÃO ROQUE DE MINAS","MG","12/2021","270","108700.00","402.59"
"316430","SÃO ROQUE DE MINAS","MG","01/2022","351","141145","402.12"
"316430","SÃO ROQUE DE MINAS","MG","02/2022","362","145299.00","403.61"
"316430","SÃO ROQUE DE MINAS","MG","03/2022","348","140763","404.49"
"316430","SÃO ROQUE DE MINAS","MG","04/2022","347","140403.00","404.62"
"316430","SÃO ROQUE DE MINAS","MG","05/2022","348","140378","403.39"
"316430","SÃO ROQUE DE MINAS","MG","06/2022","354","142682","403.06"
"316430","SÃO ROQUE DE MINAS","MG","07/2022","352","141861.00","403.01"
"316430","SÃO ROQUE DE MINAS","MG","08/2022","356","213997","602.81"
"316430","SÃO ROQUE DE MINAS","MG","09/2022","346","208153.00","603.34"
"316440","SÃO SEBASTIÃO DA BELA VISTA","MG","11/2021","224","49790.00","222.28"
"316440","SÃO SEBASTIÃO DA BELA VISTA","MG","12/2021","226","91723.00","405.85"
"316440","SÃO SEBASTIÃO DA BELA VISTA","MG","01/2022","310","125527","404.93"
"316440","SÃO SEBASTIÃO DA BELA VISTA","MG","02/2022","324","131651.00","406.33"
"316440","SÃO SEBASTIÃO DA BELA VISTA","MG","03/2022","299","121792","407.33"
"316440","SÃO SEBASTIÃO DA BELA VISTA","MG","04/2022","299","121857.00","407.55"
"316440","SÃO SEBASTIÃO DA BELA VISTA","MG","05/2022","300","122955","409.85"
"316440","SÃO SEBASTIÃO DA BELA VISTA","MG","06/2022","301","123202","409.31"
"316440","SÃO SEBASTIÃO DA BELA VISTA","MG","07/2022","303","123937.00","409.03"
"316440","SÃO SEBASTIÃO DA BELA VISTA","MG","08/2022","338","205613","608.32"
"316440","SÃO SEBASTIÃO DA BELA VISTA","MG","09/2022","346","211201.00","610.41"
"316443","SÃO SEBASTIÃO DA VARGEM ALEGRE","MG","11/2021","170","28226.00","166.04"
"316443","SÃO SEBASTIÃO DA VARGEM ALEGRE","MG","12/2021","167","67306.00","403.03"
"316443","SÃO SEBASTIÃO DA VARGEM ALEGRE","MG","01/2022","209","84488","404.25"
"316443","SÃO SEBASTIÃO DA VARGEM ALEGRE","MG","02/2022","208","84498.00","406.24"
"316443","SÃO SEBASTIÃO DA VARGEM ALEGRE","MG","03/2022","201","81807","407.00"
"316443","SÃO SEBASTIÃO DA VARGEM ALEGRE","MG","04/2022","210","85352.00","406.44"
"316443","SÃO SEBASTIÃO DA VARGEM ALEGRE","MG","05/2022","210","85551","407.39"
"316443","SÃO SEBASTIÃO DA VARGEM ALEGRE","MG","06/2022","214","86763","405.43"
"316443","SÃO SEBASTIÃO DA VARGEM ALEGRE","MG","07/2022","218","88363.00","405.33"
"316443","SÃO SEBASTIÃO DA VARGEM ALEGRE","MG","08/2022","222","134385","605.34"
"316443","SÃO SEBASTIÃO DA VARGEM ALEGRE","MG","09/2022","225","136003.00","604.46"
"316447","SÃO SEBASTIÃO DO ANTA","MG","11/2021","1202","343045.00","285.40"
"316447","SÃO SEBASTIÃO DO ANTA","MG","12/2021","1196","492059.00","411.42"
"316447","SÃO SEBASTIÃO DO ANTA","MG","01/2022","1568","641655","409.22"
"316447","SÃO SEBASTIÃO DO ANTA","MG","02/2022","1601","662026.00","413.51"
"316447","SÃO SEBASTIÃO DO ANTA","MG","03/2022","1552","641707","413.47"
"316447","SÃO SEBASTIÃO DO ANTA","MG","04/2022","1549","642815.00","414.99"
"316447","SÃO SEBASTIÃO DO ANTA","MG","05/2022","1542","638604","414.14"
"316447","SÃO SEBASTIÃO DO ANTA","MG","06/2022","1533","635163","414.33"
"316447","SÃO SEBASTIÃO DO ANTA","MG","07/2022","1532","630659.00","412.20"
"316447","SÃO SEBASTIÃO DO ANTA","MG","08/2022","1748","1066040","610.56"
"316447","SÃO SEBASTIÃO DO ANTA","MG","09/2022","1835","1118506.00","609.54"
"316450","SÃO SEBASTIÃO DO MARANHÃO","MG","11/2021","1147","235146.00","205.01"
"316450","SÃO SEBASTIÃO DO MARANHÃO","MG","12/2021","1139","461735.00","405.39"
"316450","SÃO SEBASTIÃO DO MARANHÃO","MG","01/2022","1278","517788","405.15"
"316450","SÃO SEBASTIÃO DO MARANHÃO","MG","02/2022","1294","526575.00","406.94"
"316450","SÃO SEBASTIÃO DO MARANHÃO","MG","03/2022","1292","525982","407.11"
"316450","SÃO SEBASTIÃO DO MARANHÃO","MG","04/2022","1299","528426.00","406.79"
"316450","SÃO SEBASTIÃO DO MARANHÃO","MG","05/2022","1272","517846","407.11"
"316450","SÃO SEBASTIÃO DO MARANHÃO","MG","06/2022","1283","521532","406.49"
"316450","SÃO SEBASTIÃO DO MARANHÃO","MG","07/2022","1288","521712.00","406.32"
"316450","SÃO SEBASTIÃO DO MARANHÃO","MG","08/2022","1278","771731","605.75"
"316450","SÃO SEBASTIÃO DO MARANHÃO","MG","09/2022","1278","772907.00","605.73"
"316460","SÃO SEBASTIÃO DO OESTE","MG","11/2021","473","110711.00","234.06"
"316460","SÃO SEBASTIÃO DO OESTE","MG","12/2021","470","192689.00","409.98"
"316460","SÃO SEBASTIÃO DO OESTE","MG","01/2022","689","280618","407.28"
"316460","SÃO SEBASTIÃO DO OESTE","MG","02/2022","749","307128.00","410.05"
"316460","SÃO SEBASTIÃO DO OESTE","MG","03/2022","700","287396","410.57"
"316460","SÃO SEBASTIÃO DO OESTE","MG","04/2022","698","286606.00","410.61"
"316460","SÃO SEBASTIÃO DO OESTE","MG","05/2022","692","284757","411.50"
"316460","SÃO SEBASTIÃO DO OESTE","MG","06/2022","687","281463","409.70"
"316460","SÃO SEBASTIÃO DO OESTE","MG","07/2022","684","279728.00","408.96"
"316460","SÃO SEBASTIÃO DO OESTE","MG","08/2022","788","479490","608.49"
"316460","SÃO SEBASTIÃO DO OESTE","MG","09/2022","792","481775.00","608.30"
"316470","SÃO SEBASTIÃO DO PARAÍSO","MG","11/2021","2229","516615.00","231.77"
"316470","SÃO SEBASTIÃO DO PARAÍSO","MG","12/2021","2226","911086.00","409.29"
"316470","SÃO SEBASTIÃO DO PARAÍSO","MG","01/2022","2986","1218575","408.10"
"316470","SÃO SEBASTIÃO DO PARAÍSO","MG","02/2022","3152","1293587.00","410.40"
"316470","SÃO SEBASTIÃO DO PARAÍSO","MG","03/2022","3147","1293259","410.95"
"316470","SÃO SEBASTIÃO DO PARAÍSO","MG","04/2022","3134","1287893.00","410.94"
"316470","SÃO SEBASTIÃO DO PARAÍSO","MG","05/2022","3105","1276015","410.95"
"316470","SÃO SEBASTIÃO DO PARAÍSO","MG","06/2022","3080","1264025","410.40"
"316470","SÃO SEBASTIÃO DO PARAÍSO","MG","07/2022","3050","1246762.00","409.98"
"316470","SÃO SEBASTIÃO DO PARAÍSO","MG","08/2022","3436","2086834","608.94"
"316470","SÃO SEBASTIÃO DO PARAÍSO","MG","09/2022","3455","2102563.00","608.73"
"316480","SÃO SEBASTIÃO DO RIO PRETO","MG","11/2021","103","18511.00","179.72"
"316480","SÃO SEBASTIÃO DO RIO PRETO","MG","12/2021","100","40010.00","400.10"
"316480","SÃO SEBASTIÃO DO RIO PRETO","MG","01/2022","132","52911","400.84"
"316480","SÃO SEBASTIÃO DO RIO PRETO","MG","02/2022","136","54561.00","401.18"
"316480","SÃO SEBASTIÃO DO RIO PRETO","MG","03/2022","142","56961","401.13"
"316480","SÃO SEBASTIÃO DO RIO PRETO","MG","04/2022","140","56161.00","401.15"
"316480","SÃO SEBASTIÃO DO RIO PRETO","MG","05/2022","140","56161","401.15"
"316480","SÃO SEBASTIÃO DO RIO PRETO","MG","06/2022","139","55761","401.16"
"316480","SÃO SEBASTIÃO DO RIO PRETO","MG","07/2022","139","55761.00","401.16"
"316480","SÃO SEBASTIÃO DO RIO PRETO","MG","08/2022","145","87161","601.11"
"316480","SÃO SEBASTIÃO DO RIO PRETO","MG","09/2022","149","89561.00","601.08"
"316490","SÃO SEBASTIÃO DO RIO VERDE","MG","11/2021","108","19641.00","181.86"
