"Código","Unidade Territorial","UF","Referência","Famílias Beneficiárias do Auxílio Brasil","Valores Repassados do Auxílio Brasil + Benefício Extraordinário","Benefício Médio do Auxílio Brasil + Benefício Extraordinário"
"316070","SANTOS DUMONT","MG","11/2021","2551","494215.00","193.73"
"316070","SANTOS DUMONT","MG","12/2021","2538","1024224.00","403.56"
"316070","SANTOS DUMONT","MG","01/2022","2945","1187022","403.06"
"316070","SANTOS DUMONT","MG","02/2022","3011","1216300.00","404.09"
"316070","SANTOS DUMONT","MG","03/2022","2941","1188436","404.09"
"316070","SANTOS DUMONT","MG","04/2022","2973","1201431.00","404.11"
"316070","SANTOS DUMONT","MG","05/2022","3043","1230052","404.22"
"316070","SANTOS DUMONT","MG","06/2022","3083","1246175","404.21"
"316070","SANTOS DUMONT","MG","07/2022","3067","1232433.00","403.94"
"316070","SANTOS DUMONT","MG","08/2022","3204","1925108","603.86"
"316070","SANTOS DUMONT","MG","09/2022","3201","1931789.00","603.50"
"316080","SÃO BENTO ABADE","MG","11/2021","225","40227.00","178.79"
"316080","SÃO BENTO ABADE","MG","12/2021","224","89616.00","400.07"
"316080","SÃO BENTO ABADE","MG","01/2022","273","109362","400.59"
"316080","SÃO BENTO ABADE","MG","02/2022","278","111162.00","401.31"
"316080","SÃO BENTO ABADE","MG","03/2022","275","110445","401.62"
"316080","SÃO BENTO ABADE","MG","04/2022","280","112607.00","402.17"
"316080","SÃO BENTO ABADE","MG","05/2022","276","111104","402.55"
"316080","SÃO BENTO ABADE","MG","06/2022","275","110391","401.42"
"316080","SÃO BENTO ABADE","MG","07/2022","271","108391.00","401.45"
"316080","SÃO BENTO ABADE","MG","08/2022","289","173124","601.13"
"316080","SÃO BENTO ABADE","MG","09/2022","323","194217.00","601.29"
"316090","SÃO BRÁS DO SUAÇUÍ","MG","11/2021","182","40258.00","221.20"
"316090","SÃO BRÁS DO SUAÇUÍ","MG","12/2021","214","87478.00","408.78"
"316090","SÃO BRÁS DO SUAÇUÍ","MG","01/2022","237","96679","407.93"
"316090","SÃO BRÁS DO SUAÇUÍ","MG","02/2022","244","100009.00","409.87"
"316090","SÃO BRÁS DO SUAÇUÍ","MG","03/2022","254","104056","409.67"
"316090","SÃO BRÁS DO SUAÇUÍ","MG","04/2022","259","106034.00","409.40"
"316090","SÃO BRÁS DO SUAÇUÍ","MG","05/2022","272","111742","410.82"
"316090","SÃO BRÁS DO SUAÇUÍ","MG","06/2022","282","116074","411.61"
"316090","SÃO BRÁS DO SUAÇUÍ","MG","07/2022","288","118541.00","411.60"
"316090","SÃO BRÁS DO SUAÇUÍ","MG","08/2022","295","180528","611.96"
"316090","SÃO BRÁS DO SUAÇUÍ","MG","09/2022","307","187845.00","611.87"
"316095","SÃO DOMINGOS DAS DORES","MG","11/2021","611","114084.00","186.72"
"316095","SÃO DOMINGOS DAS DORES","MG","12/2021","604","243736.00","403.54"
"316095","SÃO DOMINGOS DAS DORES","MG","01/2022","682","274936","403.13"
"316095","SÃO DOMINGOS DAS DORES","MG","02/2022","696","281257.00","404.10"
"316095","SÃO DOMINGOS DAS DORES","MG","03/2022","698","282135","404.20"
"316095","SÃO DOMINGOS DAS DORES","MG","04/2022","701","283087.00","403.83"
"316095","SÃO DOMINGOS DAS DORES","MG","05/2022","689","278198","403.77"
"316095","SÃO DOMINGOS DAS DORES","MG","06/2022","686","276725","403.39"
"316095","SÃO DOMINGOS DAS DORES","MG","07/2022","678","272327.00","403.45"
"316095","SÃO DOMINGOS DAS DORES","MG","08/2022","679","407937","603.46"
"316095","SÃO DOMINGOS DAS DORES","MG","09/2022","669","403557.00","603.22"
"316100","SÃO DOMINGOS DO PRATA","MG","11/2021","943","192030.00","203.64"
"316100","SÃO DOMINGOS DO PRATA","MG","12/2021","934","379275.00","406.08"
"316100","SÃO DOMINGOS DO PRATA","MG","01/2022","1074","435608","405.59"
"316100","SÃO DOMINGOS DO PRATA","MG","02/2022","1108","451824.00","407.78"
"316100","SÃO DOMINGOS DO PRATA","MG","03/2022","1091","445689","408.51"
"316100","SÃO DOMINGOS DO PRATA","MG","04/2022","1107","452025.00","408.70"
"316100","SÃO DOMINGOS DO PRATA","MG","05/2022","1111","453595","408.64"
"316100","SÃO DOMINGOS DO PRATA","MG","06/2022","1116","454488","407.61"
"316100","SÃO DOMINGOS DO PRATA","MG","07/2022","1107","450564.00","407.75"
"316100","SÃO DOMINGOS DO PRATA","MG","08/2022","1138","690123","607.50"
"316100","SÃO DOMINGOS DO PRATA","MG","09/2022","1178","713892.00","606.54"
"316105","SÃO FÉLIX DE MINAS","MG","11/2021","455","102418.00","225.09"
"316105","SÃO FÉLIX DE MINAS","MG","12/2021","450","182950.00","406.56"
"316105","SÃO FÉLIX DE MINAS","MG","01/2022","504","204450","405.65"
"316105","SÃO FÉLIX DE MINAS","MG","02/2022","496","204119.00","412.36"
"316105","SÃO FÉLIX DE MINAS","MG","03/2022","478","195998","410.04"
"316105","SÃO FÉLIX DE MINAS","MG","04/2022","478","196407.00","410.89"
"316105","SÃO FÉLIX DE MINAS","MG","05/2022","478","196007","410.06"
"316105","SÃO FÉLIX DE MINAS","MG","06/2022","475","193258","406.86"
"316105","SÃO FÉLIX DE MINAS","MG","07/2022","472","190843.00","406.91"
"316105","SÃO FÉLIX DE MINAS","MG","08/2022","471","284179","607.22"
"316105","SÃO FÉLIX DE MINAS","MG","09/2022","464","281264.00","606.17"
"316110","SÃO FRANCISCO","MG","11/2021","7541","1853258.00","245.76"
"316110","SÃO FRANCISCO","MG","12/2021","7571","3123070.00","412.50"
"316110","SÃO FRANCISCO","MG","01/2022","9077","3726691","410.56"
"316110","SÃO FRANCISCO","MG","02/2022","9209","3510742.00","413.08"
"316110","SÃO FRANCISCO","MG","03/2022","9258","3830025","413.70"
"316110","SÃO FRANCISCO","MG","04/2022","9212","3809140.00","413.54"
"316110","SÃO FRANCISCO","MG","05/2022","9092","3666756","413.76"
"316110","SÃO FRANCISCO","MG","06/2022","9040","3689912","413.34"
"316110","SÃO FRANCISCO","MG","07/2022","9008","3657769.00","412.61"
"316110","SÃO FRANCISCO","MG","08/2022","10211","6153028","610.84"
"316110","SÃO FRANCISCO","MG","09/2022","10472","6369115.00","610.54"
"316120","SÃO FRANCISCO DE PAULA","MG","11/2021","363","63480.00","174.88"
"316120","SÃO FRANCISCO DE PAULA","MG","12/2021","363","146339.00","403.14"
"316120","SÃO FRANCISCO DE PAULA","MG","01/2022","443","178544","403.03"
"316120","SÃO FRANCISCO DE PAULA","MG","02/2022","459","185701.00","404.58"
"316120","SÃO FRANCISCO DE PAULA","MG","03/2022","441","178448","404.64"
"316120","SÃO FRANCISCO DE PAULA","MG","04/2022","450","182113.00","404.70"
"316120","SÃO FRANCISCO DE PAULA","MG","05/2022","463","190408","411.25"
"316120","SÃO FRANCISCO DE PAULA","MG","06/2022","471","190409","404.27"
"316120","SÃO FRANCISCO DE PAULA","MG","07/2022","463","186191.00","403.01"
"316120","SÃO FRANCISCO DE PAULA","MG","08/2022","480","288834","602.99"
"316120","SÃO FRANCISCO DE PAULA","MG","09/2022","476","286971.00","602.88"
"316130","SÃO FRANCISCO DE SALES","MG","11/2021","434","92699.00","213.59"
"316130","SÃO FRANCISCO DE SALES","MG","12/2021","431","173661.00","402.93"
"316130","SÃO FRANCISCO DE SALES","MG","01/2022","567","228127","402.34"
"316130","SÃO FRANCISCO DE SALES","MG","02/2022","589","237702.00","404.94"
"316130","SÃO FRANCISCO DE SALES","MG","03/2022","578","234108","405.03"
"316130","SÃO FRANCISCO DE SALES","MG","04/2022","569","230441.00","404.99"
"316130","SÃO FRANCISCO DE SALES","MG","05/2022","563","227237","405.06"
"316130","SÃO FRANCISCO DE SALES","MG","06/2022","555","224292","404.86"
"316130","SÃO FRANCISCO DE SALES","MG","07/2022","556","223497.00","404.89"
"316130","SÃO FRANCISCO DE SALES","MG","08/2022","638","383468","603.89"
"316130","SÃO FRANCISCO DE SALES","MG","09/2022","648","390798.00","604.02"
"316140","SÃO FRANCISCO DO GLÓRIA","MG","11/2021","413","91887.00","222.49"
"316140","SÃO FRANCISCO DO GLÓRIA","MG","12/2021","411","167549.00","407.66"
"316140","SÃO FRANCISCO DO GLÓRIA","MG","01/2022","443","180272","406.93"
"316140","SÃO FRANCISCO DO GLÓRIA","MG","02/2022","449","184032.00","409.87"
"316140","SÃO FRANCISCO DO GLÓRIA","MG","03/2022","396","162643","410.71"
"316140","SÃO FRANCISCO DO GLÓRIA","MG","04/2022","395","162069.00","410.30"
"316140","SÃO FRANCISCO DO GLÓRIA","MG","05/2022","377","154201","409.02"
"316140","SÃO FRANCISCO DO GLÓRIA","MG","06/2022","381","155840","409.03"
"316140","SÃO FRANCISCO DO GLÓRIA","MG","07/2022","373","152147.00","407.90"
"316140","SÃO FRANCISCO DO GLÓRIA","MG","08/2022","363","221154","609.24"
"316140","SÃO FRANCISCO DO GLÓRIA","MG","09/2022","351","214016.00","609.73"
"316150","SÃO GERALDO","MG","11/2021","721","132998.00","184.46"
"316150","SÃO GERALDO","MG","12/2021","712","286109.00","401.84"
"316150","SÃO GERALDO","MG","01/2022","972","390419","401.67"
"316150","SÃO GERALDO","MG","02/2022","1027","413409.00","402.54"
"316150","SÃO GERALDO","MG","03/2022","982","395389","402.64"
"316150","SÃO GERALDO","MG","04/2022","976","392891.00","402.55"
"316150","SÃO GERALDO","MG","05/2022","961","386926","402.63"
"316150","SÃO GERALDO","MG","06/2022","952","383058","402.37"
"316150","SÃO GERALDO","MG","07/2022","949","379937.00","402.48"
"316150","SÃO GERALDO","MG","08/2022","1111","665960","602.13"
"316150","SÃO GERALDO","MG","09/2022","1163","698926.00","602.00"
"316160","SÃO GERALDO DA PIEDADE","MG","11/2021","528","139243.00","263.72"
"316160","SÃO GERALDO DA PIEDADE","MG","12/2021","526","215278.00","409.27"
"316160","SÃO GERALDO DA PIEDADE","MG","01/2022","620","252910","407.92"
"316160","SÃO GERALDO DA PIEDADE","MG","02/2022","633","260757.00","411.94"
"316160","SÃO GERALDO DA PIEDADE","MG","03/2022","616","253898","412.17"
"316160","SÃO GERALDO DA PIEDADE","MG","04/2022","620","255392.00","411.92"
"316160","SÃO GERALDO DA PIEDADE","MG","05/2022","622","256212","411.92"
"316160","SÃO GERALDO DA PIEDADE","MG","06/2022","624","256723","411.42"
"316160","SÃO GERALDO DA PIEDADE","MG","07/2022","620","254596.00","411.30"
"316160","SÃO GERALDO DA PIEDADE","MG","08/2022","622","379902","611.76"
"316160","SÃO GERALDO DA PIEDADE","MG","09/2022","650","397426.00","611.42"
"316165","SÃO GERALDO DO BAIXIO","MG","11/2021","418","83711.00","200.27"
"316165","SÃO GERALDO DO BAIXIO","MG","12/2021","417","168471.00","404.01"
"316165","SÃO GERALDO DO BAIXIO","MG","01/2022","538","217003","403.35"
"316165","SÃO GERALDO DO BAIXIO","MG","02/2022","555","224641.00","404.76"
"316165","SÃO GERALDO DO BAIXIO","MG","03/2022","557","225628","405.08"
"316165","SÃO GERALDO DO BAIXIO","MG","04/2022","550","222895.00","405.26"
"316165","SÃO GERALDO DO BAIXIO","MG","05/2022","538","218011","405.22"
"316165","SÃO GERALDO DO BAIXIO","MG","06/2022","530","214510","404.74"
"316165","SÃO GERALDO DO BAIXIO","MG","07/2022","525","211331.00","404.85"
"316165","SÃO GERALDO DO BAIXIO","MG","08/2022","559","336277","604.81"
"316165","SÃO GERALDO DO BAIXIO","MG","09/2022","575","347776.00","604.83"
"316170","SÃO GONÇALO DO ABAETÉ","MG","11/2021","514","135863.00","264.32"
"316170","SÃO GONÇALO DO ABAETÉ","MG","12/2021","520","213501.00","410.58"
"316170","SÃO GONÇALO DO ABAETÉ","MG","01/2022","713","291607","408.99"
"316170","SÃO GONÇALO DO ABAETÉ","MG","02/2022","741","288208.00","412.91"
"316170","SÃO GONÇALO DO ABAETÉ","MG","03/2022","739","304759","412.39"
"316170","SÃO GONÇALO DO ABAETÉ","MG","04/2022","733","303542.00","414.11"
"316170","SÃO GONÇALO DO ABAETÉ","MG","05/2022","722","286455","412.76"
"316170","SÃO GONÇALO DO ABAETÉ","MG","06/2022","711","284012","412.21"
"316170","SÃO GONÇALO DO ABAETÉ","MG","07/2022","719","286445.00","410.97"
"316170","SÃO GONÇALO DO ABAETÉ","MG","08/2022","835","495056","609.67"
"316170","SÃO GONÇALO DO ABAETÉ","MG","09/2022","864","522567.00","609.05"
"316180","SÃO GONÇALO DO PARÁ","MG","11/2021","300","63751.00","212.50"
"316180","SÃO GONÇALO DO PARÁ","MG","12/2021","299","121692.00","407.00"
"316180","SÃO GONÇALO DO PARÁ","MG","01/2022","447","181003","404.93"
"316180","SÃO GONÇALO DO PARÁ","MG","02/2022","471","191524.00","406.63"
"316180","SÃO GONÇALO DO PARÁ","MG","03/2022","471","191409","406.39"
"316180","SÃO GONÇALO DO PARÁ","MG","04/2022","477","193979.00","406.66"
"316180","SÃO GONÇALO DO PARÁ","MG","05/2022","478","194379","406.65"
"316180","SÃO GONÇALO DO PARÁ","MG","06/2022","493","199754","405.18"
"316180","SÃO GONÇALO DO PARÁ","MG","07/2022","491","198964.00","405.22"
"316180","SÃO GONÇALO DO PARÁ","MG","08/2022","508","307176","604.68"
"316180","SÃO GONÇALO DO PARÁ","MG","09/2022","526","317785.00","604.15"
"316190","SÃO GONÇALO DO RIO ABAIXO","MG","11/2021","811","169073.00","208.47"
"316190","SÃO GONÇALO DO RIO ABAIXO","MG","12/2021","814","331162.00","406.83"
"316190","SÃO GONÇALO DO RIO ABAIXO","MG","01/2022","908","368861","406.23"
"316190","SÃO GONÇALO DO RIO ABAIXO","MG","02/2022","939","383473.00","408.38"
"316190","SÃO GONÇALO DO RIO ABAIXO","MG","03/2022","801","328293","409.85"
"316190","SÃO GONÇALO DO RIO ABAIXO","MG","04/2022","814","333901.00","410.20"
"316190","SÃO GONÇALO DO RIO ABAIXO","MG","05/2022","820","336422","410.27"
"316190","SÃO GONÇALO DO RIO ABAIXO","MG","06/2022","818","335778","410.49"
"316190","SÃO GONÇALO DO RIO ABAIXO","MG","07/2022","810","329380.00","409.17"
"316190","SÃO GONÇALO DO RIO ABAIXO","MG","08/2022","856","517901","608.58"
"316190","SÃO GONÇALO DO RIO ABAIXO","MG","09/2022","862","524331.00","608.98"
"316200","SÃO GONÇALO DO SAPUCAÍ","MG","11/2021","1088","231748.00","213.00"
"316200","SÃO GONÇALO DO SAPUCAÍ","MG","12/2021","1091","444079.00","407.04"
"316200","SÃO GONÇALO DO SAPUCAÍ","MG","01/2022","1436","582941","405.95"
"316200","SÃO GONÇALO DO SAPUCAÍ","MG","02/2022","1502","611843.00","407.90"
"316200","SÃO GONÇALO DO SAPUCAÍ","MG","03/2022","1464","597729","408.28"
"316200","SÃO GONÇALO DO SAPUCAÍ","MG","04/2022","1506","614350.00","407.93"
"316200","SÃO GONÇALO DO SAPUCAÍ","MG","05/2022","1547","631251","408.05"
"316200","SÃO GONÇALO DO SAPUCAÍ","MG","06/2022","1603","651980","406.72"
"316200","SÃO GONÇALO DO SAPUCAÍ","MG","07/2022","1602","648622.00","406.66"
"316200","SÃO GONÇALO DO SAPUCAÍ","MG","08/2022","1740","1051151","606.55"
"316200","SÃO GONÇALO DO SAPUCAÍ","MG","09/2022","1825","1105852.00","605.95"
"316210","SÃO GOTARDO","MG","11/2021","1181","215545.00","182.51"
"316210","SÃO GOTARDO","MG","12/2021","1179","472060.00","400.39"
"316210","SÃO GOTARDO","MG","01/2022","1427","571410","400.43"
"316210","SÃO GOTARDO","MG","02/2022","1500","599711.00","401.14"
"316210","SÃO GOTARDO","MG","03/2022","1472","591744","402.00"
"316210","SÃO GOTARDO","MG","04/2022","1467","589968.00","402.16"
"316210","SÃO GOTARDO","MG","05/2022","1462","587434","402.08"
"316210","SÃO GOTARDO","MG","06/2022","1471","590695","401.83"
"316210","SÃO GOTARDO","MG","07/2022","1470","587484.00","401.29"
"316210","SÃO GOTARDO","MG","08/2022","1761","1055303","601.31"
"316210","SÃO GOTARDO","MG","09/2022","1778","1068007.00","601.02"
"316220","SÃO JOÃO BATISTA DO GLÓRIA","MG","11/2021","127","24940.00","196.38"
"316220","SÃO JOÃO BATISTA DO GLÓRIA","MG","12/2021","136","54890.00","403.60"
"316220","SÃO JOÃO BATISTA DO GLÓRIA","MG","01/2022","153","62101","405.89"
"316220","SÃO JOÃO BATISTA DO GLÓRIA","MG","02/2022","168","68602.00","408.35"
"316220","SÃO JOÃO BATISTA DO GLÓRIA","MG","03/2022","170","69599","409.41"
"316220","SÃO JOÃO BATISTA DO GLÓRIA","MG","04/2022","176","72369.00","411.19"
"316220","SÃO JOÃO BATISTA DO GLÓRIA","MG","05/2022","178","72618","407.97"
"316220","SÃO JOÃO BATISTA DO GLÓRIA","MG","06/2022","182","74787","410.92"
"316220","SÃO JOÃO BATISTA DO GLÓRIA","MG","07/2022","188","77187.00","410.57"
"316220","SÃO JOÃO BATISTA DO GLÓRIA","MG","08/2022","204","124287","609.25"
"316220","SÃO JOÃO BATISTA DO GLÓRIA","MG","09/2022","218","132793.00","609.14"
"316225","SÃO JOÃO DA LAGOA","MG","11/2021","817","189345.00","231.76"
"316225","SÃO JOÃO DA LAGOA","MG","12/2021","817","334551.00","409.49"
"316225","SÃO JOÃO DA LAGOA","MG","01/2022","996","406318","407.95"
"316225","SÃO JOÃO DA LAGOA","MG","02/2022","998","410457.00","411.28"
"316225","SÃO JOÃO DA LAGOA","MG","03/2022","1022","419789","410.75"
"316225","SÃO JOÃO DA LAGOA","MG","04/2022","1018","418204.00","410.81"
"316225","SÃO JOÃO DA LAGOA","MG","05/2022","1010","414581","410.48"
"316225","SÃO JOÃO DA LAGOA","MG","06/2022","1008","413390","410.11"
"316225","SÃO JOÃO DA LAGOA","MG","07/2022","1008","412610.00","410.15"
"316225","SÃO JOÃO DA LAGOA","MG","08/2022","1132","688225","609.05"
"316225","SÃO JOÃO DA LAGOA","MG","09/2022","1163","707839.00","608.63"
"316230","SÃO JOÃO DA MATA","MG","11/2021","177","39677.00","224.16"
"316230","SÃO JOÃO DA MATA","MG","12/2021","175","71100.00","406.29"
"316230","SÃO JOÃO DA MATA","MG","01/2022","223","90189","404.43"
"316230","SÃO JOÃO DA MATA","MG","02/2022","235","95476.00","406.28"
"316230","SÃO JOÃO DA MATA","MG","03/2022","235","95636","406.96"
"316230","SÃO JOÃO DA MATA","MG","04/2022","232","94437.00","407.06"
"316230","SÃO JOÃO DA MATA","MG","05/2022","231","94128","407.48"
"316230","SÃO JOÃO DA MATA","MG","06/2022","230","93715","407.46"
"316230","SÃO JOÃO DA MATA","MG","07/2022","230","93235.00","407.14"
"316230","SÃO JOÃO DA MATA","MG","08/2022","258","156151","607.59"
"316230","SÃO JOÃO DA MATA","MG","09/2022","272","164919.00","606.32"
"316240","SÃO JOÃO DA PONTE","MG","11/2021","3620","847128.00","234.01"
"316240","SÃO JOÃO DA PONTE","MG","12/2021","3606","1476352.00","409.42"
"316240","SÃO JOÃO DA PONTE","MG","01/2022","4037","1648958","408.46"
"316240","SÃO JOÃO DA PONTE","MG","02/2022","4075","1674553.00","411.03"
"316240","SÃO JOÃO DA PONTE","MG","03/2022","4075","1676034","411.30"
"316240","SÃO JOÃO DA PONTE","MG","04/2022","4146","1703843.00","410.96"
"316240","SÃO JOÃO DA PONTE","MG","05/2022","4135","1697850","410.70"
"316240","SÃO JOÃO DA PONTE","MG","06/2022","4173","1711318","410.09"
"316240","SÃO JOÃO DA PONTE","MG","07/2022","4160","1700275.00","409.90"
"316240","SÃO JOÃO DA PONTE","MG","08/2022","4266","2592056","609.32"
"316240","SÃO JOÃO DA PONTE","MG","09/2022","4236","2579516.00","608.95"
"316245","SÃO JOÃO DAS MISSÕES","MG","11/2021","2130","672022.00","315.50"
"316245","SÃO JOÃO DAS MISSÕES","MG","12/2021","2404","1036189.00","431.03"
"316245","SÃO JOÃO DAS MISSÕES","MG","01/2022","2551","1095527","429.45"
"316245","SÃO JOÃO DAS MISSÕES","MG","02/2022","2560","1119221.00","437.20"
"316245","SÃO JOÃO DAS MISSÕES","MG","03/2022","2529","1105227","437.02"
"316245","SÃO JOÃO DAS MISSÕES","MG","04/2022","2570","1123024.00","436.97"
"316245","SÃO JOÃO DAS MISSÕES","MG","05/2022","2589","1129967","436.45"
"316245","SÃO JOÃO DAS MISSÕES","MG","06/2022","2597","1126675","433.84"
"316245","SÃO JOÃO DAS MISSÕES","MG","07/2022","2614","1129025.00","432.58"
"316245","SÃO JOÃO DAS MISSÕES","MG","08/2022","2698","1700401","631.42"
"316245","SÃO JOÃO DAS MISSÕES","MG","09/2022","2735","1723387.00","630.35"
"316250","SÃO JOÃO DEL REI","MG","11/2021","3868","667954.00","172.69"
"316250","SÃO JOÃO DEL REI","MG","12/2021","3857","1547174.00","401.13"
"316250","SÃO JOÃO DEL REI","MG","01/2022","4524","1814369","401.05"
"316250","SÃO JOÃO DEL REI","MG","02/2022","4686","1879610.00","401.45"
"316250","SÃO JOÃO DEL REI","MG","03/2022","4501","1807479","401.57"
"316250","SÃO JOÃO DEL REI","MG","04/2022","4527","1817911.00","401.57"
"316250","SÃO JOÃO DEL REI","MG","05/2022","4516","1812031","401.60"
"316250","SÃO JOÃO DEL REI","MG","06/2022","4550","1825934","401.57"
"316250","SÃO JOÃO DEL REI","MG","07/2022","4524","1808919.00","401.54"
"316250","SÃO JOÃO DEL REI","MG","08/2022","4702","2816722","601.48"
"316250","SÃO JOÃO DEL REI","MG","09/2022","4767","2866013.00","601.47"
"316255","SÃO JOÃO DO MANHUAÇU","MG","11/2021","1622","359488.00","221.63"
"316255","SÃO JOÃO DO MANHUAÇU","MG","12/2021","1619","655777.00","405.05"
"316255","SÃO JOÃO DO MANHUAÇU","MG","01/2022","1971","796125","403.92"
"316255","SÃO JOÃO DO MANHUAÇU","MG","02/2022","2039","825882.00","405.04"
"316255","SÃO JOÃO DO MANHUAÇU","MG","03/2022","2055","831888","404.81"
"316255","SÃO JOÃO DO MANHUAÇU","MG","04/2022","2048","829173.00","405.07"
"316255","SÃO JOÃO DO MANHUAÇU","MG","05/2022","2029","820795","404.73"
"316255","SÃO JOÃO DO MANHUAÇU","MG","06/2022","2017","815558","404.54"
"316255","SÃO JOÃO DO MANHUAÇU","MG","07/2022","2010","810825.00","404.40"
"316255","SÃO JOÃO DO MANHUAÇU","MG","08/2022","2164","1304165","604.06"
"316255","SÃO JOÃO DO MANHUAÇU","MG","09/2022","2166","1308385.00","604.06"
"316257","SÃO JOÃO DO MANTENINHA","MG","11/2021","543","101115.00","186.22"
"316257","SÃO JOÃO DO MANTENINHA","MG","12/2021","545","219337.00","402.45"
"316257","SÃO JOÃO DO MANTENINHA","MG","01/2022","737","296195","401.89"
"316257","SÃO JOÃO DO MANTENINHA","MG","02/2022","762","307481.00","403.52"
"316257","SÃO JOÃO DO MANTENINHA","MG","03/2022","754","304004","403.19"
"316257","SÃO JOÃO DO MANTENINHA","MG","04/2022","746","300704.00","403.09"
"316257","SÃO JOÃO DO MANTENINHA","MG","05/2022","738","298118","403.95"
"316257","SÃO JOÃO DO MANTENINHA","MG","06/2022","731","294434","402.78"
"316257","SÃO JOÃO DO MANTENINHA","MG","07/2022","727","290533.00","402.40"
"316257","SÃO JOÃO DO MANTENINHA","MG","08/2022","807","482442","601.55"
"316257","SÃO JOÃO DO MANTENINHA","MG","09/2022","824","495555.00","601.40"
"316260","SÃO JOÃO DO ORIENTE","MG","11/2021","840","168326.00","200.39"
"316260","SÃO JOÃO DO ORIENTE","MG","12/2021","832","337761.00","405.96"
"316260","SÃO JOÃO DO ORIENTE","MG","01/2022","1175","475186","404.41"
"316260","SÃO JOÃO DO ORIENTE","MG","02/2022","1218","494247.00","405.79"
"316260","SÃO JOÃO DO ORIENTE","MG","03/2022","1244","505119","406.04"
"316260","SÃO JOÃO DO ORIENTE","MG","04/2022","1240","503711.00","406.22"
"316260","SÃO JOÃO DO ORIENTE","MG","05/2022","1223","497191","406.53"
"316260","SÃO JOÃO DO ORIENTE","MG","06/2022","1220","495874","406.45"
"316260","SÃO JOÃO DO ORIENTE","MG","07/2022","1222","494903.00","406.32"
"316260","SÃO JOÃO DO ORIENTE","MG","08/2022","1505","908353","605.17"
"316260","SÃO JOÃO DO ORIENTE","MG","09/2022","1560","943406.00","604.75"
"316265","SÃO JOÃO DO PACUÍ","MG","11/2021","638","173036.00","271.22"
"316265","SÃO JOÃO DO PACUÍ","MG","12/2021","635","264495.00","416.53"
"316265","SÃO JOÃO DO PACUÍ","MG","01/2022","711","294981","414.88"
"316265","SÃO JOÃO DO PACUÍ","MG","02/2022","713","299458.00","420.00"
"316265","SÃO JOÃO DO PACUÍ","MG","03/2022","716","299608","418.45"
"316265","SÃO JOÃO DO PACUÍ","MG","04/2022","719","300805.00","418.37"
"316265","SÃO JOÃO DO PACUÍ","MG","05/2022","720","300784","417.76"
"316265","SÃO JOÃO DO PACUÍ","MG","06/2022","724","302274","417.51"
"316265","SÃO JOÃO DO PACUÍ","MG","07/2022","719","299353.00","418.09"
"316265","SÃO JOÃO DO PACUÍ","MG","08/2022","732","450072","617.38"
"316265","SÃO JOÃO DO PACUÍ","MG","09/2022","725","446491.00","615.85"
"316270","SÃO JOÃO DO PARAÍSO","MG","11/2021","1953","365761.00","187.28"
"316270","SÃO JOÃO DO PARAÍSO","MG","12/2021","1954","785854.00","402.18"
"316270","SÃO JOÃO DO PARAÍSO","MG","01/2022","2245","902493","402.00"
"316270","SÃO JOÃO DO PARAÍSO","MG","02/2022","2288","918363.00","402.79"
"316270","SÃO JOÃO DO PARAÍSO","MG","03/2022","2275","916647","402.92"
"316270","SÃO JOÃO DO PARAÍSO","MG","04/2022","2313","931649.00","402.79"
"316270","SÃO JOÃO DO PARAÍSO","MG","05/2022","2313","929632","402.96"
"316270","SÃO JOÃO DO PARAÍSO","MG","06/2022","2341","940749","402.89"
"316270","SÃO JOÃO DO PARAÍSO","MG","07/2022","2334","932786.00","402.76"
"316270","SÃO JOÃO DO PARAÍSO","MG","08/2022","2397","1433619","602.61"
"316270","SÃO JOÃO DO PARAÍSO","MG","09/2022","2393","1441403.00","602.34"
"316280","SÃO JOÃO EVANGELISTA","MG","11/2021","1572","354748.00","225.67"
"316280","SÃO JOÃO EVANGELISTA","MG","12/2021","1568","642765.00","409.93"
"316280","SÃO JOÃO EVANGELISTA","MG","01/2022","1822","744992","408.89"
"316280","SÃO JOÃO EVANGELISTA","MG","02/2022","1859","765242.00","411.64"
"316280","SÃO JOÃO EVANGELISTA","MG","03/2022","1818","748526","411.73"
"316280","SÃO JOÃO EVANGELISTA","MG","04/2022","1844","759330.00","411.78"
"316280","SÃO JOÃO EVANGELISTA","MG","05/2022","1822","750290","411.79"
"316280","SÃO JOÃO EVANGELISTA","MG","06/2022","1816","746599","411.12"
"316280","SÃO JOÃO EVANGELISTA","MG","07/2022","1807","740892.00","410.92"
"316280","SÃO JOÃO EVANGELISTA","MG","08/2022","1832","1115952","610.48"
"316280","SÃO JOÃO EVANGELISTA","MG","09/2022","1833","1118739.00","610.33"
"316290","SÃO JOÃO NEPOMUCENO","MG","11/2021","1111","251412.00","226.29"
"316290","SÃO JOÃO NEPOMUCENO","MG","12/2021","1106","450861.00","407.65"
"316290","SÃO JOÃO NEPOMUCENO","MG","01/2022","1432","581172","405.85"
"316290","SÃO JOÃO NEPOMUCENO","MG","02/2022","1514","617322.00","407.74"
"316290","SÃO JOÃO NEPOMUCENO","MG","03/2022","1480","603394","407.70"
"316290","SÃO JOÃO NEPOMUCENO","MG","04/2022","1471","600028.00","407.90"
"316290","SÃO JOÃO NEPOMUCENO","MG","05/2022","1449","590611","407.60"
